id,name,age,gender,neighborhood,income,consuming_sweet_drinks
42,גבריאל פרץ,33,Male,צמרת הפארק,15334,Low
43,שלמה מזרחי,31,Male,צמרת הפארק,13720,Low
44,ניצן כץ,30,Female,רמת אביב ג',15332,Moderate
45,נוגה גבאי,37,Female,יפו ד',4231,High
46,חגי רובין,27,Male,צמרת הפארק,13456,Low
47,שחר גבאי,25,Female,צמרת הפארק,16838,Moderate
48,זמירה שפירא,32,Female,צמרת הפארק,16137,Moderate
49,נירית סגל,29,Female,יפו ד',4438,High
50,לי בר,40,Female,רמת אביב ג',13831,Moderate
51,ענת מזרחי,47,Female,צמרת הפארק,13072,Low
52,עופר סגל,46,Male,צמרת הפארק,14059,Moderate
53,לוי בר,42,Male,יפו ד',4823,High
54,זכריה שפירא,32,Male,רמת אביב ג',16207,Low
55,רמי אזולאי,24,Male,יפו ד',4035,Low
56,איתן סגל,28,Male,צמרת הפארק,17453,Low
57,אלקנה כץ,30,Male,רמת אביב ג',15520,Low
58,אלה בר,32,Female,רמת אביב ג',15285,Low
59,זאב גולדברג,24,Male,יפו ד',4431,High
60,שושנה כץ,41,Female,רמת אביב ג',14657,Low
61,ליאת פרץ,30,Female,רמת אביב ג',16992,Low
62,שני אזולאי,29,Female,רמת אביב ג',14731,Low
63,הדס שפירא,49,Female,צמרת הפארק,15180,Low
64,מורן אוחיון,32,Female,רמת אביב ג',16904,Low
65,זאב כץ,27,Male,צמרת הפארק,15920,Moderate
66,רינת וייס,34,Female,רמת אביב ג',15026,Low
67,אביב חדד,36,Male,יפו ד',4546,High
68,נעמי שפירא,31,Female,רמת אביב ג',16744,Low
69,שחר חדד,31,Female,יפו ד',5899,Low
70,לירון רובין,28,Male,רמת אביב ג',16490,Moderate
71,אורי וייס,26,Male,יפו ד',5698,High
72,עופר כץ,30,Male,רמת אביב ג',14114,Low
73,אביב חדד,48,Female,רמת אביב ג',14276,Low
74,צפורה סגל,42,Female,צמרת הפארק,15023,Low
75,אהרון ביטון,29,Male,צמרת הפארק,14636,Low
76,מאי שפירא,27,Female,צמרת הפארק,15909,Low
77,דנה וייס,20,Female,יפו ד',4184,High
78,אבנר וייס,38,Male,צמרת הפארק,13850,Low
79,צפורה אזולאי,22,Female,יפו ד',5807,Low
80,רבקה אברהם,23,Female,יפו ד',5751,High
81,רועי בר,32,Female,רמת אביב ג',14970,Low
82,רון דוד,32,Male,יפו ד',4340,High
83,גבריאל גבאי,33,Male,יפו ד',4210,High
84,אבנר מזרחי,41,Male,יפו ד',4102,High
85,אופיר כהן,43,Female,רמת אביב ג',16772,Moderate
86,אהרון אברהם,38,Male,רמת אביב ג',15513,Low
87,שחר סגל,47,Male,צמרת הפארק,16752,Low
88,מרים אזולאי,33,Female,צמרת הפארק,13450,Low
89,רחל גולדברג,47,Female,רמת אביב ג',16723,Moderate
90,ליבי חדד,24,Female,יפו ד',4485,Low
91,אלחנן פרץ,26,Male,צמרת הפארק,14005,Low
92,אווה גולדברג,30,Female,יפו ד',4682,Low
93,יענה פרץ,21,Female,יפו ד',4171,Low
94,דפנה אוחיון,43,Female,צמרת הפארק,16651,Low
95,אהוד ביטון,34,Male,יפו ד',5314,Low
96,עודד חדד,31,Male,צמרת הפארק,13185,Low
97,רון כץ,33,Male,רמת אביב ג',17206,Low
98,ראובן לוי,30,Male,יפו ד',5641,Low
99,גבריאל אוחיון,39,Male,רמת אביב ג',14921,Low
100,ליאור אוחיון,47,Male,רמת אביב ג',14114,Low
101,נפתלי שפירא,22,Male,יפו ד',5603,High
102,כלב כץ,33,Male,רמת אביב ג',14814,Moderate
103,אור דוד,42,Female,יפו ד',4751,High
104,סתיו דיין,47,Female,רמת אביב ג',16810,Low
105,אסתר דוד,21,Female,יפו ד',5797,Low
106,עמוס אזולאי,21,Male,יפו ד',5654,High
107,חן שפירא,42,Female,צמרת הפארק,16528,Low
108,רפאל דוד,27,Male,צמרת הפארק,14484,Low
109,מתיה ביטון,25,Female,צמרת הפארק,13529,Moderate
110,אליהו כץ,57,Male,רמת אביב ג',16450,Low
111,ליאור אזולאי,32,Male,רמת אביב ג',15085,Moderate
112,חוה דיין,28,Female,רמת אביב ג',17400,Low
113,עזריה סגל,32,Male,רמת אביב ג',15413,Low
114,חנוך דוד,28,Male,יפו ד',4538,Low
115,יצחק וייס,42,Male,צמרת הפארק,17483,Low
116,גילה פרידמן,42,Female,רמת אביב ג',17470,Moderate
117,עודד וייס,37,Male,צמרת הפארק,14293,Low
118,אלעד גולדברג,39,Male,רמת אביב ג',13357,Low
119,עוזי דוד,28,Male,צמרת הפארק,15239,Low
120,דוד אוחיון,30,Male,רמת אביב ג',14245,Moderate
121,מטל רובין,26,Female,צמרת הפארק,13676,Low
122,בר אוחיון,37,Female,רמת אביב ג',15338,Low
123,רחב רובין,33,Female,רמת אביב ג',14465,Moderate
124,שמואל גבאי,25,Male,יפו ד',5674,High
125,עינב חדד,25,Female,יפו ד',5430,High
126,חן אזולאי,36,Female,רמת אביב ג',15079,Low
127,דן דיין,28,Male,רמת אביב ג',13920,Low
128,שירה דיין,25,Female,צמרת הפארק,17088,Low
129,עופר לוי,31,Male,רמת אביב ג',16917,Low
130,דפנה גולדברג,26,Female,צמרת הפארק,14214,Moderate
131,אריה לוי,26,Male,צמרת הפארק,13153,Low
132,יהודית פרץ,38,Female,רמת אביב ג',13578,Moderate
133,גמליאל אברהם,48,Female,יפו ד',4060,Low
134,מרים ביטון,28,Female,יפו ד',5688,High
135,נוגה סגל,31,Female,צמרת הפארק,16289,Moderate
136,אדה חדד,21,Female,יפו ד',5532,High
137,ליאת ביטון,22,Female,יפו ד',5051,High
138,עמוס דוד,31,Male,צמרת הפארק,16166,Low
139,נטלי לוי,45,Female,רמת אביב ג',16771,Low
140,מזל רובין,33,Female,יפו ד',5856,Low
141,רם חדד,34,Male,צמרת הפארק,13559,Low
142,סיגל כץ,28,Female,צמרת הפארק,17259,Low
143,ענת אזולאי,38,Female,רמת אביב ג',13639,Low
144,גמליאל שפירא,33,Female,יפו ד',4266,Low
145,עמוס דיין,27,Male,צמרת הפארק,17263,Low
146,בר גולדברג,20,Female,יפו ד',5831,Low
147,אלעזר וייס,28,Male,יפו ד',5561,Low
148,זבולון רובין,48,Male,רמת אביב ג',14949,Low
149,אריאל דוד,22,Male,יפו ד',4680,High
150,עמוס פרידמן,37,Male,יפו ד',4370,High
151,מיכל גולדברג,24,Female,יפו ד',5175,High
152,יסמין סגל,47,Female,יפו ד',4248,High
153,יצחק כהן,21,Male,יפו ד',4966,Low
154,אחינועם גבאי,44,Female,יפו ד',5317,Low
155,גיל וייס,40,Male,צמרת הפארק,13348,Low
156,סתיו וייס,27,Female,צמרת הפארק,17443,Low
157,מיכאל וייס,31,Male,צמרת הפארק,13511,Low
158,מלכה בר,37,Female,יפו ד',4034,Low
159,מורן אוחיון,28,Female,רמת אביב ג',17451,Moderate
160,אמירה דיין,26,Female,יפו ד',4221,High
161,אסתר כץ,34,Female,רמת אביב ג',15554,Low
162,הילה חדד,30,Female,רמת אביב ג',14475,Moderate
163,מעכה גבאי,54,Female,יפו ד',4338,Low
164,שמשון אברהם,39,Male,רמת אביב ג',16565,Low
165,גמליאל לוי,33,Female,צמרת הפארק,15173,Low
166,נעמה דיין,31,Female,צמרת הפארק,14051,Low
167,מזל אזולאי,30,Female,רמת אביב ג',13871,Moderate
168,שיר גבאי,37,Female,רמת אביב ג',14420,Low
169,יהונתן פרידמן,40,Male,יפו ד',4556,Low
170,אור סגל,29,Male,צמרת הפארק,14167,Low
171,ליה אברהם,29,Female,צמרת הפארק,16007,Moderate
172,אריה כהן,49,Male,רמת אביב ג',16924,Low
173,אלעזר כהן,33,Male,רמת אביב ג',16756,Low
174,תמר גולדברג,40,Female,צמרת הפארק,15065,Low
175,צדוק פרץ,29,Male,צמרת הפארק,15557,Low
176,מרים אוחיון,25,Female,יפו ד',5939,Low
177,יהודית שפירא,52,Female,רמת אביב ג',17249,Moderate
178,זכריה דוד,28,Male,צמרת הפארק,15799,Low
179,צבי אזולאי,28,Male,יפו ד',4147,High
180,אבשלום לוי,42,Male,רמת אביב ג',13868,Low
181,עדי לוי,30,Male,יפו ד',5820,High
182,שירה דיין,52,Female,יפו ד',4627,Low
183,שי גולדברג,44,Male,יפו ד',4986,High
184,צדוק רובין,35,Male,רמת אביב ג',13430,Moderate
185,יואב סגל,23,Male,יפו ד',5406,Low
186,אברהם שפירא,39,Male,רמת אביב ג',16202,Low
187,רון שפירא,42,Male,רמת אביב ג',15758,Moderate
188,יובל פרץ,41,Male,צמרת הפארק,15543,Low
189,מטל פרץ,41,Female,רמת אביב ג',14347,Moderate
190,דן לוי,41,Male,רמת אביב ג',13101,Low
191,עודד כץ,32,Male,צמרת הפארק,15614,Low
192,אשר גבאי,36,Male,רמת אביב ג',14640,Moderate
193,יחיאל סגל,31,Male,צמרת הפארק,14464,Moderate
194,חן כץ,26,Female,יפו ד',4904,Low
195,אלה ביטון,34,Female,יפו ד',4546,Low
196,גילה רובין,30,Female,צמרת הפארק,16571,Low
197,ענת פרידמן,48,Female,רמת אביב ג',14616,Low
198,אבשלום וייס,35,Male,צמרת הפארק,14923,Moderate
199,אופיר כץ,47,Female,יפו ד',4734,High
200,יוסף גולדברג,49,Male,צמרת הפארק,13550,Moderate
201,ברק וייס,39,Male,רמת אביב ג',16089,Moderate
202,יצחק סגל,33,Male,רמת אביב ג',13865,Moderate
203,נחמיה גבאי,38,Male,יפו ד',5129,High
204,אלקנה פרידמן,28,Male,צמרת הפארק,16510,Low
205,דור כץ,32,Male,צמרת הפארק,16590,Low
206,איתי ביטון,28,Male,רמת אביב ג',17229,Low
207,סיגל לוי,36,Female,צמרת הפארק,13526,Moderate
208,לירון רובין,47,Male,צמרת הפארק,13393,Low
209,אסתר ביטון,37,Female,יפו ד',5638,High
210,רחל אברהם,29,Female,יפו ד',4533,High
211,אשר ביטון,35,Male,רמת אביב ג',16588,Moderate
212,סיגל פרץ,37,Female,צמרת הפארק,15196,Low
213,ראובן גבאי,29,Male,צמרת הפארק,14524,Moderate
214,עוזי גבאי,27,Male,יפו ד',5794,Low
215,בועז וייס,25,Male,צמרת הפארק,13830,Low
216,משה אוחיון,41,Male,צמרת הפארק,17041,Low
217,דבורה בר,28,Female,רמת אביב ג',15223,Low
218,אדווה דיין,30,Female,יפו ד',5729,Low
219,לאה אברהם,34,Female,יפו ד',4413,Low
220,תפארת כץ,34,Female,יפו ד',4177,Low
221,אריאלה בר,35,Female,יפו ד',4892,Low
222,אביגדור לוי,26,Male,צמרת הפארק,16765,Low
223,אביב כץ,26,Male,צמרת הפארק,13633,Moderate
224,אדה ביטון,25,Female,צמרת הפארק,15207,Low
225,סיגל דוד,26,Female,צמרת הפארק,14202,Low
226,ניר דיין,27,Male,יפו ד',4191,High
227,רפאל רובין,34,Male,צמרת הפארק,15455,Low
228,יהודית אזולאי,28,Female,צמרת הפארק,15424,Low
229,דור כץ,32,Male,רמת אביב ג',17415,Low
230,אברהם כץ,26,Male,יפו ד',5015,Low
231,עינב אוחיון,29,Female,צמרת הפארק,13622,Low
232,אביגדור אוחיון,42,Male,רמת אביב ג',14936,Moderate
233,חנה כץ,32,Female,צמרת הפארק,15482,Low
234,דנה דוד,31,Female,רמת אביב ג',16476,Low
235,ליאור סגל,28,Male,צמרת הפארק,14162,Moderate
236,לי אוחיון,24,Female,יפו ד',4227,High
237,משה סגל,43,Male,רמת אביב ג',17016,Low
238,עזרא דוד,56,Male,רמת אביב ג',14304,Low
239,עומר דיין,44,Male,צמרת הפארק,15344,Low
240,רונה שפירא,25,Female,צמרת הפארק,16823,Moderate
241,אור ביטון,38,Male,רמת אביב ג',17251,Low
242,עזרא סגל,41,Male,צמרת הפארק,16398,Low
243,ליה פרידמן,40,Female,רמת אביב ג',15555,Moderate
244,אביב כץ,22,Female,יפו ד',4300,Low
245,אברהם גולדברג,40,Male,צמרת הפארק,16173,Low
246,אביגדור בר,29,Male,צמרת הפארק,15860,Moderate
247,ליבי ביטון,26,Female,יפו ד',4012,High
248,טל כץ,22,Male,יפו ד',4335,High
249,מאי רובין,32,Female,צמרת הפארק,13522,Low
250,רחל גולדברג,46,Female,צמרת הפארק,14113,Low
251,יואב מזרחי,52,Male,צמרת הפארק,15309,Low
252,ענת דיין,22,Female,יפו ד',4962,Low
253,אבישי כץ,28,Male,רמת אביב ג',17097,Low
254,זבולון גבאי,27,Male,יפו ד',4641,High
255,אור כהן,40,Female,יפו ד',5346,High
256,יגאל כהן,21,Male,יפו ד',4673,Low
257,שחר רובין,29,Female,צמרת הפארק,13061,Moderate
258,עמיחי דוד,35,Male,רמת אביב ג',17474,Low
259,רונית אוחיון,31,Female,רמת אביב ג',13012,Moderate
260,אביב שפירא,35,Male,רמת אביב ג',15052,Low
261,תמר לוי,23,Female,יפו ד',5243,High
262,רם אברהם,24,Male,יפו ד',5450,Low
263,משה דוד,21,Male,יפו ד',5424,High
264,אליהו וייס,42,Male,צמרת הפארק,16451,Moderate
265,בת-שבע סגל,21,Female,יפו ד',5766,High
266,שקד דוד,20,Female,יפו ד',5749,High
267,עינב חדד,35,Female,צמרת הפארק,14298,Moderate
268,אהרון גולדברג,35,Male,צמרת הפארק,15278,Low
269,חנוך אברהם,29,Male,רמת אביב ג',17155,Moderate
270,אלחנן אוחיון,30,Male,צמרת הפארק,15810,Low
271,יסמין מזרחי,38,Female,רמת אביב ג',14042,Low
272,אורי דיין,25,Male,צמרת הפארק,14378,Low
273,יובל חדד,48,Male,רמת אביב ג',16378,Moderate
274,שלמה פרידמן,24,Male,יפו ד',4563,Low
275,נדב מזרחי,20,Male,יפו ד',4517,High
276,יששכר כץ,27,Male,צמרת הפארק,16282,Low
277,רמי וייס,35,Male,יפו ד',4042,High
278,מתן לוי,25,Male,יפו ד',4254,High
279,אברהם דוד,30,Male,צמרת הפארק,16381,Moderate
280,מטל פרידמן,21,Female,יפו ד',4043,High
281,מרים ביטון,22,Female,יפו ד',5197,High
282,עזריה דיין,31,Male,יפו ד',5221,Low
283,אבנר ביטון,21,Male,יפו ד',5904,Low
284,אליהו פרץ,43,Male,יפו ד',5914,High
285,לירון גבאי,26,Female,צמרת הפארק,13082,Low
286,יחיאל וייס,51,Male,יפו ד',4199,High
287,אפרת דוד,37,Female,צמרת הפארק,16735,Low
288,שמחה מזרחי,30,Male,צמרת הפארק,16884,Moderate
289,בנימין גבאי,30,Male,רמת אביב ג',17480,Moderate
290,עדי בר,36,Male,רמת אביב ג',14886,Low
291,תמיר לוי,41,Male,יפו ד',5645,Low
292,חגי וייס,33,Male,רמת אביב ג',14783,Low
293,רמי דוד,22,Male,יפו ד',4845,Low
294,שלומית סגל,29,Female,צמרת הפארק,16037,Low
295,בועז פרץ,42,Male,רמת אביב ג',16671,Low
296,רינת גבאי,28,Female,יפו ד',4822,High
297,יוסף כהן,37,Male,רמת אביב ג',13412,Moderate
298,תמיר דיין,30,Male,רמת אביב ג',13135,Moderate
299,אבישי מזרחי,40,Male,רמת אביב ג',16348,Moderate
300,אלון דיין,55,Male,רמת אביב ג',17436,Moderate
301,חגית בר,29,Female,רמת אביב ג',14125,Moderate
302,אלה כץ,34,Female,יפו ד',5759,High
303,שקמה סגל,28,Female,יפו ד',4404,High
304,חן פרץ,26,Female,צמרת הפארק,15332,Low
305,ליאור גולדברג,50,Male,רמת אביב ג',14429,Moderate
306,מורן שפירא,29,Female,רמת אביב ג',14635,Low
307,אמנון פרץ,34,Male,יפו ד',4167,Low
308,ליבי חדד,37,Female,רמת אביב ג',16376,Low
309,בנימין סגל,37,Male,יפו ד',5752,Low
310,צדוק אברהם,31,Male,צמרת הפארק,14221,Low
311,גילה דיין,31,Female,צמרת הפארק,13636,Low
312,זכריה רובין,43,Male,רמת אביב ג',15603,Low
313,לאה כץ,39,Female,צמרת הפארק,13845,Low
314,ורד לוי,20,Female,יפו ד',4588,Low
315,צדוק בר,38,Male,צמרת הפארק,15210,Low
316,אריאלה לוי,37,Female,צמרת הפארק,17039,Low
317,צבי מזרחי,37,Male,יפו ד',5796,Low
318,צפורה רובין,32,Female,יפו ד',5549,Low
319,רועי דוד,34,Male,יפו ד',5862,High
320,צהלה רובין,26,Female,יפו ד',4708,Low
321,שי גבאי,44,Male,יפו ד',5759,High
322,אלעזר גולדברג,34,Male,צמרת הפארק,15570,Low
323,עומר דיין,31,Male,רמת אביב ג',15579,Low
324,עודד מזרחי,41,Male,רמת אביב ג',16055,Low
325,יעל לוי,32,Female,צמרת הפארק,16102,Low
326,עמית רובין,27,Male,צמרת הפארק,13242,Moderate
327,גיל שפירא,32,Male,צמרת הפארק,16779,Moderate
328,סיגל מזרחי,30,Female,צמרת הפארק,17295,Moderate
329,אילנה פרץ,40,Female,צמרת הפארק,16180,Low
330,מורן פרץ,36,Female,רמת אביב ג',13444,Moderate
331,נירית וייס,35,Female,צמרת הפארק,15349,Low
332,צפורה ביטון,46,Female,רמת אביב ג',15068,Low
333,לאה אזולאי,29,Female,רמת אביב ג',13447,Low
334,אביב כהן,42,Female,צמרת הפארק,15024,Low
335,מלכה כץ,33,Female,צמרת הפארק,14027,Moderate
336,אילנה אוחיון,27,Female,צמרת הפארק,14898,Moderate
337,תפארת דוד,29,Female,צמרת הפארק,15796,Low
338,טל רובין,36,Female,רמת אביב ג',15508,Low
339,אילנה כהן,44,Female,רמת אביב ג',17500,Moderate
340,ליאת רובין,28,Female,צמרת הפארק,16800,Low
341,אבשלום כץ,29,Male,רמת אביב ג',16381,Low
342,לי פרץ,56,Female,רמת אביב ג',13585,Low
343,שקד דיין,28,Female,רמת אביב ג',16984,Moderate
344,דוד סגל,37,Male,רמת אביב ג',15118,Low
345,בועז כץ,28,Male,צמרת הפארק,14214,Low
346,ניצן פרץ,31,Female,רמת אביב ג',17363,Low
347,פנינה חדד,26,Female,צמרת הפארק,15141,Low
348,דור ביטון,35,Male,צמרת הפארק,14118,Moderate
349,אירית אזולאי,24,Female,יפו ד',5951,High
350,טל בר,30,Female,רמת אביב ג',13415,Moderate
351,דבורה שפירא,33,Female,צמרת הפארק,14285,Low
352,נעמה אוחיון,31,Female,יפו ד',4006,High
353,מיכאל דיין,21,Male,יפו ד',5869,High
354,אביגיל מזרחי,38,Female,יפו ד',5435,Low
355,חוה שפירא,30,Female,יפו ד',4569,Low
356,אירית אוחיון,29,Female,צמרת הפארק,13792,Low
357,אמיר בר,33,Male,רמת אביב ג',14482,Low
358,לירון גולדברג,27,Female,יפו ד',4446,High
359,אפרת מזרחי,48,Female,רמת אביב ג',13665,Moderate
360,גד סגל,39,Male,רמת אביב ג',16827,Low
361,נועם אוחיון,30,Male,יפו ד',5407,High
362,אבשלום אברהם,28,Male,צמרת הפארק,15752,Low
363,פנינה סגל,26,Female,יפו ד',4757,High
364,בת-שבע גולדברג,27,Female,יפו ד',4275,High
365,רונה דיין,46,Female,רמת אביב ג',15230,Moderate
366,יענה פרץ,23,Female,יפו ד',5304,High
367,חגי מזרחי,30,Male,רמת אביב ג',14164,Low
368,ניצן אזולאי,29,Female,רמת אביב ג',13577,Moderate
369,אלעד וייס,29,Male,צמרת הפארק,16165,Low
370,מיכל וייס,21,Female,יפו ד',4308,High
371,אווה חדד,27,Female,צמרת הפארק,15413,Moderate
372,רחב סגל,50,Female,רמת אביב ג',13483,Low
373,ליאור אוחיון,30,Male,יפו ד',4692,Low
374,דנה אוחיון,31,Female,רמת אביב ג',14419,Low
375,פנינה אזולאי,21,Female,יפו ד',4975,High
376,איתן כץ,28,Male,רמת אביב ג',15330,Moderate
377,יואב אזולאי,36,Male,רמת אביב ג',14248,Low
378,אווה פרידמן,51,Female,יפו ד',4400,High
379,מאי פרץ,37,Female,צמרת הפארק,16964,Moderate
380,רחב אזולאי,24,Female,יפו ד',5146,High
381,אליהו גולדברג,32,Male,רמת אביב ג',16979,Moderate
382,רון פרץ,29,Male,יפו ד',4582,High
383,דוב שפירא,45,Male,רמת אביב ג',14043,Moderate
384,דן ביטון,39,Male,צמרת הפארק,17372,Low
385,אלון אוחיון,34,Male,רמת אביב ג',17412,Moderate
386,ענת דוד,25,Female,צמרת הפארק,15750,Low
387,ראובן כץ,29,Male,רמת אביב ג',13834,Low
388,עמית גבאי,26,Male,צמרת הפארק,14161,Low
389,קיה בר,47,Female,צמרת הפארק,14318,Moderate
390,מטל רובין,43,Female,צמרת הפארק,15700,Low
391,שושנה בר,25,Female,צמרת הפארק,17030,Low
392,יהונתן ביטון,30,Male,רמת אביב ג',13289,Low
393,רועי פרץ,29,Male,צמרת הפארק,15983,Low
394,דן פרץ,25,Male,יפו ד',5340,High
395,זאב מזרחי,50,Male,צמרת הפארק,16157,Moderate
396,זאב אברהם,30,Male,רמת אביב ג',14787,Low
397,כלב כהן,28,Male,רמת אביב ג',16143,Moderate
398,ניר כץ,39,Male,צמרת הפארק,17477,Moderate
399,רונה מזרחי,26,Female,יפו ד',4713,High
400,גד וייס,27,Male,צמרת הפארק,14633,Low
401,צפורה ביטון,26,Female,יפו ד',5700,High
402,מאיר חדד,32,Male,צמרת הפארק,16643,Low
403,ענת וייס,39,Female,רמת אביב ג',14666,Low
404,תמר פרידמן,28,Female,יפו ד',5418,High
405,אריאל דוד,24,Male,יפו ד',5692,High
406,אביגדור דוד,29,Male,צמרת הפארק,17084,Low
407,נתן אברהם,22,Male,יפו ד',4386,Low
408,נעמי אזולאי,58,Female,רמת אביב ג',15416,Low
409,יחזקאל סגל,28,Male,צמרת הפארק,14851,Low
410,מיכה גבאי,26,Male,צמרת הפארק,14561,Low
411,זאב ביטון,28,Male,צמרת הפארק,16187,Low
412,סיגל וייס,37,Female,רמת אביב ג',16577,Moderate
413,נטלי רובין,26,Female,צמרת הפארק,15181,Low
414,אביגדור מזרחי,24,Male,יפו ד',4066,Low
415,רבקה חדד,33,Female,רמת אביב ג',16419,Low
416,נעמי לוי,40,Female,רמת אביב ג',14395,Low
417,אדווה פרץ,50,Female,רמת אביב ג',16789,Low
418,טל כץ,32,Female,רמת אביב ג',15670,Moderate
419,אלעד אזולאי,23,Male,יפו ד',4046,High
420,אשר סגל,55,Male,רמת אביב ג',15765,Low
421,אשר גבאי,21,Male,יפו ד',4360,High
422,אבישי שפירא,28,Male,רמת אביב ג',16389,Low
423,דור גבאי,23,Male,יפו ד',4814,High
424,אדווה מזרחי,44,Female,צמרת הפארק,14115,Low
425,אופיר דיין,31,Female,רמת אביב ג',13002,Low
426,אבשלום כהן,21,Male,יפו ד',4964,High
427,אמנון פרידמן,29,Male,יפו ד',4052,High
428,מיכאל לוי,35,Male,רמת אביב ג',15022,Low
429,גל חדד,37,Female,רמת אביב ג',13764,Low
430,הדס שפירא,30,Female,צמרת הפארק,15307,Moderate
431,זאב לוי,40,Male,רמת אביב ג',14997,Low
432,נתן ביטון,32,Male,צמרת הפארק,13939,Moderate
433,מיכה מזרחי,34,Male,צמרת הפארק,16273,Moderate
434,בועז פרץ,44,Male,רמת אביב ג',16491,Low
435,בר ביטון,31,Female,רמת אביב ג',17424,Moderate
436,ליאת ביטון,37,Female,רמת אביב ג',15777,Low
437,גמליאל גבאי,29,Female,צמרת הפארק,14595,Low
438,עמיחי אוחיון,38,Male,יפו ד',4213,High
439,בנימין אזולאי,29,Male,רמת אביב ג',16528,Moderate
440,מתן גולדברג,31,Male,צמרת הפארק,17370,Low
441,אמיר לוי,28,Male,רמת אביב ג',14114,Low
442,דן פרידמן,41,Male,רמת אביב ג',16797,Low
443,בר אוחיון,27,Female,יפו ד',4649,High
444,מעכה אברהם,32,Female,רמת אביב ג',13415,Low
445,אבשלום מזרחי,43,Male,רמת אביב ג',15384,Low
446,לירון בר,21,Male,יפו ד',4494,Low
447,קיה דיין,28,Female,רמת אביב ג',16146,Low
448,לאה סגל,23,Female,יפו ד',4790,High
449,אדווה גבאי,35,Female,צמרת הפארק,15847,Low
450,אורי דוד,32,Male,צמרת הפארק,15569,Low
451,נירית אברהם,39,Female,רמת אביב ג',14071,Moderate
452,אווה רובין,27,Female,צמרת הפארק,15048,Low
453,צבי פרידמן,23,Male,יפו ד',4013,High
454,עדי אזולאי,50,Male,צמרת הפארק,15599,Low
455,שרה ביטון,31,Female,צמרת הפארק,14909,Moderate
456,שיר דיין,30,Female,רמת אביב ג',15077,Low
457,אסף גולדברג,34,Male,יפו ד',5638,High
458,משה פרץ,29,Male,רמת אביב ג',16793,Low
459,לאה מזרחי,37,Female,רמת אביב ג',14920,Moderate
460,עידן כץ,32,Male,רמת אביב ג',16281,Moderate
461,מעיין חדד,33,Female,רמת אביב ג',16466,Low
462,גמליאל לוי,27,Female,צמרת הפארק,14633,Low
463,חן בר,33,Female,צמרת הפארק,15959,Low
464,עזריה גולדברג,31,Male,יפו ד',5556,High
465,גיל ביטון,37,Male,יפו ד',4585,High
466,שמחה אברהם,34,Male,צמרת הפארק,13554,Low
467,אלעזר מזרחי,29,Male,רמת אביב ג',16308,Low
468,מתן לוי,28,Male,רמת אביב ג',13996,Low
469,מאי פרץ,34,Female,רמת אביב ג',16619,Low
470,רינת גולדברג,44,Female,רמת אביב ג',16113,Low
471,אווה דיין,37,Female,צמרת הפארק,17317,Low
472,יחזקאל אזולאי,20,Male,יפו ד',4527,High
473,יחזקאל מזרחי,47,Male,רמת אביב ג',16004,Low
