id,name,age,gender,neighborhood,income,consuming_sweet_drinks
232,ירמיהו מזרחי,43,Male,כרם התימנים,6394,Moderate
233,שמואל גולדברג,38,Male,עג'מי,4892,Low
234,שמחה כהן,36,Male,עג'מי,5089,Low
235,עוזי פרץ,52,Male,עג'מי,5591,High
236,חנוך בר,32,Male,כרם התימנים,6028,Low
237,קיה ביטון,22,Female,עג'מי,5650,Low
238,מלכה ביטון,42,Female,כרם התימנים,6187,Moderate
239,נירית דיין,21,Female,עג'מי,4661,High
240,ענת גולדברג,28,Female,יד אליהו,7238,Low
241,גדעון דוד,27,Male,כרם התימנים,7584,Moderate
242,נחמיה וייס,28,Male,עג'מי,5960,High
243,גילה רובין,33,Female,עג'מי,4093,High
244,נחום אברהם,34,Male,כרם התימנים,6986,Moderate
245,נוגה אזולאי,25,Female,יד אליהו,6222,Low
246,גדעון גבאי,29,Male,כרם התימנים,6778,Moderate
247,אלון דוד,26,Male,עג'מי,5324,High
248,אדה פרידמן,39,Female,יד אליהו,7423,Low
249,יהונתן שפירא,42,Male,יד אליהו,6593,Low
250,יעל כהן,43,Female,יד אליהו,6609,Moderate
251,אשר מזרחי,22,Male,עג'מי,4456,High
252,דנה כץ,26,Female,כרם התימנים,7290,Moderate
253,אילנה פרידמן,28,Female,כרם התימנים,6192,Low
254,מאיר וייס,26,Male,עג'מי,4593,High
255,לאה אוחיון,40,Female,כרם התימנים,6921,Moderate
256,שי אברהם,30,Male,יד אליהו,6132,Low
257,נחמיה אזולאי,31,Male,עג'מי,4176,High
258,שלמה אזולאי,31,Male,יד אליהו,6557,Moderate
259,עוזי סגל,25,Male,יד אליהו,7977,Moderate
260,עינב אוחיון,45,Female,כרם התימנים,6737,Moderate
261,דפנה כהן,21,Female,עג'מי,5141,High
262,אריה לוי,39,Male,עג'מי,5830,Low
263,רועי רובין,43,Female,יד אליהו,7364,Low
264,עומר דוד,42,Male,יד אליהו,6772,Low
265,רפאל סגל,25,Male,כרם התימנים,7025,Low
266,עמנואל גולדברג,32,Male,כרם התימנים,7843,Low
267,אלונה ביטון,37,Female,יד אליהו,6443,Moderate
268,אברהם גבאי,25,Male,כרם התימנים,6410,Low
269,תמר וייס,28,Female,יד אליהו,7525,Low
270,רון פרץ,34,Male,יד אליהו,7499,Low
271,שני חדד,28,Female,עג'מי,5210,Low
272,שמחה כץ,26,Male,כרם התימנים,7892,Moderate
273,מעכה סגל,23,Female,עג'מי,5170,High
274,גד גבאי,28,Male,יד אליהו,6885,Low
275,אהרון לוי,34,Male,עג'מי,5637,Low
276,שחר בר,25,Female,כרם התימנים,7402,Moderate
277,ליה מזרחי,27,Female,יד אליהו,7117,Moderate
278,אסף רובין,37,Male,כרם התימנים,7533,Low
279,נדב רובין,44,Male,עג'מי,4148,High
280,אפרת פרידמן,23,Female,עג'מי,4138,High
281,פנינה אברהם,43,Female,יד אליהו,6916,Moderate
282,מזל כץ,20,Female,עג'מי,5714,High
283,עודד אברהם,37,Male,עג'מי,4865,Low
284,יהונתן ביטון,26,Male,יד אליהו,7114,Moderate
285,עודד אזולאי,36,Male,יד אליהו,7433,Moderate
286,עידן שפירא,29,Male,כרם התימנים,7500,Low
287,אהוד פרץ,27,Male,כרם התימנים,6756,Moderate
288,יעקב כץ,40,Male,כרם התימנים,6620,Low
289,אדה ביטון,28,Female,כרם התימנים,6259,Moderate
290,טל אברהם,20,Female,עג'מי,5792,High
291,זבולון מזרחי,25,Male,כרם התימנים,6896,Low
292,רון שפירא,32,Male,עג'מי,5226,High
293,נעמי פרץ,44,Female,יד אליהו,6585,Moderate
294,אריאל וייס,50,Male,כרם התימנים,6874,Low
295,אבשלום גולדברג,30,Male,יד אליהו,7684,Moderate
296,אביב ביטון,37,Male,יד אליהו,6872,Moderate
297,דן בר,35,Male,יד אליהו,7940,Moderate
298,שמואל פרידמן,30,Male,כרם התימנים,6455,Moderate
299,עומר אזולאי,43,Male,כרם התימנים,6921,Low
300,אמיר גולדברג,22,Male,עג'מי,5097,Low
301,שירה פרידמן,25,Female,יד אליהו,6055,Moderate
302,רונית אוחיון,29,Female,כרם התימנים,6009,Moderate
303,יואב לוי,26,Male,כרם התימנים,7497,Moderate
304,נעמי כץ,26,Female,יד אליהו,6410,Moderate
305,שחר חדד,29,Female,כרם התימנים,7273,Moderate
306,איתי אברהם,27,Male,כרם התימנים,6481,Moderate
307,מלכה אוחיון,28,Female,כרם התימנים,6709,Low
308,ליבי אזולאי,34,Female,עג'מי,4817,High
309,שחר אוחיון,21,Female,עג'מי,4476,High
310,לי חדד,28,Female,יד אליהו,6483,Low
311,אריה סגל,26,Male,עג'מי,5926,High
312,אמיר חדד,21,Male,עג'מי,5243,High
313,אמיר גולדברג,36,Male,כרם התימנים,6485,Moderate
314,ראובן וייס,29,Male,עג'מי,5437,High
315,אלון וייס,29,Male,יד אליהו,7681,Low
316,צהלה חדד,28,Female,יד אליהו,6967,Moderate
317,גדעון כהן,34,Male,יד אליהו,6187,Moderate
318,אפרת גבאי,47,Female,יד אליהו,6413,Moderate
319,רות אוחיון,27,Female,כרם התימנים,6338,Low
320,יהודית לוי,26,Female,יד אליהו,6981,Moderate
321,יששכר אוחיון,28,Male,יד אליהו,7258,Moderate
322,שירה אזולאי,26,Female,עג'מי,5810,High
323,רונה אוחיון,30,Female,עג'מי,4092,High
324,יהודית אוחיון,22,Female,עג'מי,5458,High
325,טל כהן,50,Male,כרם התימנים,6303,Moderate
326,לירון גבאי,44,Female,יד אליהו,7389,Low
327,שמואל סגל,42,Male,כרם התימנים,7971,Low
328,איתן מזרחי,43,Male,יד אליהו,7011,Moderate
329,כלב פרידמן,29,Male,כרם התימנים,6698,Moderate
330,חביבה סגל,42,Female,יד אליהו,6232,Low
331,רחל רובין,47,Female,כרם התימנים,7232,Moderate
332,אברהם דוד,30,Male,יד אליהו,6966,Moderate
333,יואב סגל,25,Male,עג'מי,5840,High
334,רבקה שפירא,22,Female,עג'מי,5513,Low
335,עדן אברהם,40,Female,יד אליהו,7352,Low
336,בנימין ביטון,49,Male,יד אליהו,6412,Moderate
337,צהלה לוי,27,Female,יד אליהו,6561,Moderate
338,הילה דוד,25,Female,יד אליהו,7887,Low
339,נוגה מזרחי,23,Female,עג'מי,5054,High
340,ורד וייס,48,Female,יד אליהו,6617,Moderate
341,אמנון אברהם,26,Male,יד אליהו,6523,Low
342,מעיין גבאי,36,Female,יד אליהו,6883,Moderate
343,גדעון כץ,30,Male,עג'מי,4283,Low
344,בר גבאי,32,Female,יד אליהו,7834,Low
345,הדס מזרחי,39,Female,כרם התימנים,6551,Moderate
346,אלון פרידמן,37,Male,עג'מי,5686,High
347,גל אוחיון,27,Female,עג'מי,6000,Low
348,רחב אזולאי,35,Female,יד אליהו,7074,Moderate
349,סיגל סגל,21,Female,עג'מי,4854,Low
350,דינה אזולאי,54,Female,יד אליהו,7067,Low
351,לאה בר,28,Female,כרם התימנים,6612,Low
352,אבשלום גבאי,21,Male,עג'מי,4368,High
353,אביב כץ,27,Female,יד אליהו,7257,Moderate
354,אביגיל מזרחי,23,Female,עג'מי,5374,High
355,רינת כהן,25,Female,עג'מי,5728,High
356,נירית אזולאי,31,Female,כרם התימנים,7843,Low
357,דנה אוחיון,39,Female,יד אליהו,7461,Low
358,רון אברהם,29,Male,יד אליהו,7453,Low
359,אור אוחיון,44,Male,עג'מי,4533,Low
360,עמית גבאי,39,Male,יד אליהו,6008,Low
361,אריאלה שפירא,20,Female,עג'מי,5583,Low
362,לאה בר,33,Female,יד אליהו,6011,Moderate
363,רם שפירא,43,Male,עג'מי,4679,High
364,רבקה פרידמן,45,Female,יד אליהו,7695,Moderate
365,מיכה סגל,27,Male,יד אליהו,7191,Moderate
366,רועי גולדברג,36,Male,כרם התימנים,7558,Moderate
367,זכריה מזרחי,32,Male,יד אליהו,6940,Low
368,גד כהן,26,Male,יד אליהו,6619,Low
369,ליאת שפירא,31,Female,יד אליהו,6696,Low
370,רבקה סגל,31,Female,יד אליהו,6421,Low
371,חגי וייס,25,Male,יד אליהו,6491,Moderate
372,מיכל גולדברג,26,Female,כרם התימנים,7463,Low
373,אהוד סגל,32,Male,עג'מי,5187,High
374,ליאור בר,28,Male,יד אליהו,6290,Moderate
375,סיגל ביטון,35,Female,יד אליהו,6240,Moderate
376,יהודה כהן,35,Male,כרם התימנים,6665,Low
377,גדעון וייס,25,Male,עג'מי,5651,High
378,רונה דיין,26,Female,כרם התימנים,7629,Moderate
379,מיכאל אברהם,36,Male,כרם התימנים,6174,Moderate
380,דבורה אוחיון,28,Female,עג'מי,5935,High
381,מתן שפירא,26,Male,יד אליהו,7871,Moderate
382,אביב כהן,32,Female,עג'מי,5831,High
383,חביבה לוי,32,Female,עג'מי,5398,Low
384,בועז גבאי,27,Male,כרם התימנים,6558,Moderate
385,מורן פרידמן,33,Female,כרם התימנים,6389,Moderate
386,צפורה פרידמן,24,Female,עג'מי,4661,High
387,אהרון פרידמן,25,Male,עג'מי,4305,High
388,אמירה גולדברג,20,Female,עג'מי,4633,High
389,יובל פרץ,26,Male,יד אליהו,6742,Low
390,אבשלום פרץ,25,Male,יד אליהו,6159,Low
391,מעכה פרידמן,20,Female,עג'מי,4485,High
392,יחזקאל שפירא,28,Male,יד אליהו,6098,Low
393,ליאת לוי,34,Female,כרם התימנים,6203,Low
394,מזל פרידמן,29,Female,יד אליהו,6373,Moderate
395,מיכל כהן,26,Female,יד אליהו,6932,Moderate
396,גבריאל סגל,39,Male,כרם התימנים,7557,Low
397,אור סגל,26,Female,כרם התימנים,7801,Moderate
398,לירון כהן,27,Female,יד אליהו,7748,Moderate
399,עמיחי דיין,26,Male,יד אליהו,7367,Moderate
400,מיכאל כץ,30,Male,כרם התימנים,7621,Moderate
401,אבנר כהן,30,Male,עג'מי,4012,High
402,שחר אברהם,30,Female,כרם התימנים,6123,Moderate
403,רפאל רובין,51,Male,יד אליהו,6675,Low
404,חנה רובין,29,Female,כרם התימנים,7037,Low
405,שלומית חדד,26,Female,יד אליהו,6795,Moderate
406,אריאלה כהן,28,Female,עג'מי,4035,High
407,גילה כהן,28,Female,יד אליהו,6425,Moderate
408,הילה גבאי,28,Female,יד אליהו,7932,Low
409,אריה פרידמן,46,Male,יד אליהו,7760,Moderate
410,בת-שבע גבאי,21,Female,עג'מי,5979,Low
411,אפרת בר,55,Female,כרם התימנים,6451,Moderate
412,מיכל סגל,36,Female,יד אליהו,7201,Moderate
413,אדה חדד,29,Female,עג'מי,5227,Low
414,רונה ביטון,36,Female,כרם התימנים,7677,Moderate
415,זאב סגל,29,Male,כרם התימנים,7117,Low
416,עדן חדד,32,Female,עג'מי,5625,Low
417,יהודה כהן,43,Male,כרם התימנים,7779,Low
418,אמנון בר,37,Male,יד אליהו,6377,Moderate
419,טל וייס,36,Female,יד אליהו,7216,Moderate
420,שמשון פרידמן,47,Male,כרם התימנים,7822,Moderate
421,אור גבאי,28,Male,כרם התימנים,6356,Low
422,זכריה פרץ,26,Male,כרם התימנים,7073,Low
423,שושנה גולדברג,30,Female,יד אליהו,7672,Moderate
424,מעכה לוי,27,Female,כרם התימנים,6240,Low
425,עזריה דוד,46,Male,עג'מי,5431,High
426,לירון אוחיון,24,Male,עג'מי,4124,High
427,הילה דוד,46,Female,כרם התימנים,7904,Moderate
428,טל אזולאי,27,Female,יד אליהו,6376,Moderate
429,מורן גבאי,27,Female,כרם התימנים,6215,Moderate
430,נדב בר,28,Male,יד אליהו,6231,Moderate
431,לירון סגל,34,Male,כרם התימנים,7559,Low
432,אהרון חדד,44,Male,יד אליהו,7154,Low
433,אילנה סגל,42,Female,יד אליהו,6322,Low
434,שמואל לוי,35,Male,עג'מי,5056,Low
435,חגית וייס,28,Female,כרם התימנים,7870,Moderate
436,עמוס אוחיון,37,Male,כרם התימנים,6034,Moderate
437,יששכר אברהם,20,Male,עג'מי,4125,High
438,ענת בר,25,Female,עג'מי,4633,High
439,חגית כץ,31,Female,כרם התימנים,6416,Low
440,צהלה ביטון,52,Female,יד אליהו,6817,Low
441,נתן גבאי,45,Male,כרם התימנים,7474,Moderate
442,קיה בר,28,Female,כרם התימנים,7913,Moderate
443,רבקה פרץ,30,Female,יד אליהו,7853,Moderate
444,גיל דוד,27,Male,יד אליהו,7333,Moderate
445,אביגדור דיין,29,Male,עג'מי,5156,Low
446,ורד אזולאי,31,Female,יד אליהו,6486,Low
447,דינה וייס,22,Female,עג'מי,5772,High
448,יסמין גולדברג,27,Female,יד אליהו,7182,Moderate
449,נפתלי רובין,54,Male,כרם התימנים,7131,Low
450,סתיו רובין,29,Female,כרם התימנים,7146,Moderate
451,ניר רובין,26,Male,כרם התימנים,6902,Low
452,ברק אברהם,32,Male,כרם התימנים,6020,Moderate
453,זמירה אוחיון,21,Female,עג'מי,5730,High
454,רבקה מזרחי,24,Female,עג'מי,5132,High
455,אסתר אברהם,29,Female,עג'מי,4638,Low
456,נועה ביטון,33,Female,יד אליהו,6116,Low
457,משה כהן,25,Male,עג'מי,5846,Low
458,מיכאל בר,30,Male,יד אליהו,7726,Low
459,יהודית סגל,28,Female,יד אליהו,6946,Low
460,חוה שפירא,37,Female,עג'מי,5066,Low
461,אורי כץ,45,Male,כרם התימנים,7814,Low
462,איתן בר,28,Male,עג'מי,5647,High
463,מרים כהן,27,Female,כרם התימנים,7012,Moderate
464,בת-שבע גולדברג,23,Female,עג'מי,4359,High
465,נוגה וייס,31,Female,יד אליהו,6423,Low
466,נפתלי ביטון,28,Male,כרם התימנים,6929,Low
467,יסמין פרץ,25,Female,כרם התימנים,6432,Moderate
468,אבישי שפירא,37,Male,יד אליהו,7723,Moderate
469,ניר דוד,25,Male,כרם התימנים,6202,Moderate
470,אורי מזרחי,29,Male,כרם התימנים,6348,Low
471,חנוך שפירא,30,Male,יד אליהו,7568,Moderate
472,רונית גולדברג,38,Female,כרם התימנים,6637,Moderate
473,נתן וייס,29,Male,כרם התימנים,7241,Moderate
474,יהודית דוד,28,Female,עג'מי,4814,High
475,אלה דוד,49,Female,יד אליהו,6194,Moderate
476,משה גולדברג,31,Male,יד אליהו,7250,Low
477,מורן לוי,53,Female,עג'מי,5063,High
478,מזל אוחיון,22,Female,עג'מי,5450,High
479,איתי כהן,26,Male,יד אליהו,6602,Low
480,אור כהן,49,Male,כרם התימנים,7527,Moderate
481,מתיה סגל,27,Female,עג'מי,4097,High
482,רם ביטון,24,Male,עג'מי,5258,High
483,רינת כהן,30,Female,עג'מי,5981,High
484,מזל סגל,21,Female,עג'מי,4468,Low
