id,name,age,gender,neighborhood,income,consuming_sweet_drinks
44,Itzhak Avraham,25,Male,Kerem HaTeimanim,6936,Low
45,Eli Gabai,28,Male,Kerem HaTeimanim,7309,Low
46,Esther Levi,50,Female,Kiryat Shalom,4113,Low
47,Yosef Biton,25,Male,Kerem HaTeimanim,6353,Moderate
48,Rotem David,39,Female,Kiryat Shalom,4418,High
49,Uri David,25,Male,Kiryat Shalom,4597,High
50,Tomer Biton,28,Male,Bavli,14125,Low
51,Gal Haddad,30,Male,Kiryat Shalom,5247,High
52,Michal Segal,27,Female,Kerem HaTeimanim,6607,Moderate
53,Esther Gabai,25,Female,Kerem HaTeimanim,7835,Low
54,Uri Goldberg,33,Male,Bavli,16713,Moderate
55,Hadar Weiss,33,Female,Bavli,16276,Low
56,Avraham Segal,27,Male,Kiryat Shalom,5071,High
57,Roni Goldberg,33,Female,Kerem HaTeimanim,7226,Moderate
58,Maya Peretz,44,Female,Bavli,13189,Moderate
59,Shani Katz,27,Female,Kerem HaTeimanim,6152,Low
60,Gal Dahan,34,Male,Bavli,15063,Low
61,Noa Segal,35,Female,Bavli,14941,Low
62,Tamar Avraham,45,Female,Kiryat Shalom,5452,Low
63,Liat Gabai,31,Female,Bavli,13122,Low
64,Yonatan David,35,Male,Bavli,13498,Moderate
65,Shira David,41,Female,Bavli,17416,Low
66,Hila Goldberg,51,Female,Kerem HaTeimanim,6473,Moderate
67,Uri David,29,Male,Kiryat Shalom,4870,High
68,Avigail David,52,Female,Kerem HaTeimanim,7453,Low
69,Esther Dahan,39,Female,Kiryat Shalom,4696,High
70,Eli Haddad,38,Male,Bavli,13449,Moderate
71,Itzhak Goldberg,38,Male,Bavli,16026,Low
72,Esther Biton,28,Female,Kiryat Shalom,5401,High
73,Hila Azoulay,37,Female,Bavli,16933,Moderate
74,Daniel Dahan,34,Male,Bavli,15978,Low
75,Avigail Weiss,27,Female,Kiryat Shalom,5266,High
76,Maya Katz,31,Female,Bavli,14546,Low
77,Rotem Ohayon,37,Female,Kiryat Shalom,4222,High
78,Ben Biton,30,Male,Bavli,13852,Low
79,Shira Peretz,28,Female,Bavli,14685,Moderate
80,Neta Peretz,41,Female,Kerem HaTeimanim,7346,Moderate
81,Maya Gabai,43,Female,Kiryat Shalom,5735,High
82,Michal Peretz,32,Female,Kerem HaTeimanim,6955,Low
83,Matan Cohen,27,Male,Kiryat Shalom,5058,High
84,Neta Azoulay,36,Female,Kerem HaTeimanim,6075,Low
85,Neta Segal,26,Female,Kiryat Shalom,4049,Low
86,Liat Haddad,30,Female,Kiryat Shalom,5738,High
87,Noa David,27,Female,Kerem HaTeimanim,6071,Moderate
88,Moshe Biton,46,Male,Kerem HaTeimanim,7718,Moderate
89,Shira Mizrahi,53,Female,Bavli,13729,Low
90,Michal Goldberg,35,Female,Kiryat Shalom,4760,High
91,Yael Haddad,29,Female,Bavli,16013,Moderate
92,Uri Peretz,30,Male,Kiryat Shalom,5683,High
93,Eli Biton,28,Male,Kerem HaTeimanim,6221,Moderate
94,Leah Gabai,26,Female,Kerem HaTeimanim,6969,Low
95,Eli Biton,40,Male,Bavli,16533,Low
96,Ariel Rubin,25,Male,Kiryat Shalom,4194,High
97,Omer Azoulay,42,Male,Bavli,13710,Low
98,David David,58,Male,Bavli,15087,Low
99,Yael Mizrahi,36,Female,Kerem HaTeimanim,6532,Low
100,Gal Bar,26,Male,Kiryat Shalom,5110,High
101,Michal Goldberg,43,Female,Kiryat Shalom,5516,Low
102,Adam Haddad,32,Male,Kiryat Shalom,5653,High
103,Ben Azoulay,33,Male,Bavli,16975,Moderate
104,Eli Rubin,48,Male,Kiryat Shalom,4217,High
105,Noa Rubin,29,Female,Kerem HaTeimanim,6449,Low
106,Roni Goldberg,30,Female,Kiryat Shalom,4310,Low
107,Leah Bar,30,Female,Kiryat Shalom,5496,Low
108,Talia Azoulay,29,Female,Bavli,16498,Moderate
109,Esther Avraham,29,Female,Bavli,15201,Low
110,Neta Katz,32,Female,Kiryat Shalom,5012,High
111,Ben Goldberg,26,Male,Kerem HaTeimanim,7703,Moderate
112,Sarah Avraham,40,Female,Kerem HaTeimanim,6836,Low
113,Omer Bar,30,Male,Bavli,16911,Moderate
114,Gal Avraham,31,Male,Kiryat Shalom,5604,Low
115,Moshe Weiss,25,Male,Kiryat Shalom,4800,High
116,Gal Rubin,36,Male,Bavli,16939,Low
117,Eli Dahan,31,Male,Bavli,14062,Moderate
118,Rotem Avraham,40,Female,Kiryat Shalom,4317,High
119,David Levi,25,Male,Kerem HaTeimanim,6234,Moderate
120,Ben Dahan,40,Male,Kerem HaTeimanim,6755,Moderate
121,Roni Biton,30,Female,Kiryat Shalom,4903,Low
122,Itzhak Mizrahi,29,Male,Kerem HaTeimanim,6833,Moderate
123,Moshe Bar,32,Male,Kiryat Shalom,4343,Low
124,Adi Friedman,35,Female,Bavli,13713,Moderate
125,Rotem Peretz,31,Female,Kerem HaTeimanim,7501,Low
126,Shira Weiss,30,Female,Kerem HaTeimanim,7495,Low
127,Eitan Cohen,31,Male,Bavli,13538,Low
128,Ido Gabai,26,Male,Kerem HaTeimanim,7522,Low
129,Talia Biton,35,Female,Kerem HaTeimanim,6316,Low
130,Sarah Haddad,36,Female,Kiryat Shalom,4211,High
131,Itzhak Mizrahi,29,Male,Bavli,17328,Low
132,Talia Segal,37,Female,Kerem HaTeimanim,6911,Low
133,Adam Avraham,28,Male,Kerem HaTeimanim,6015,Moderate
134,Hila Goldberg,33,Female,Kerem HaTeimanim,7151,Low
135,Itzhak Segal,39,Male,Bavli,16802,Low
136,Tamar Segal,28,Female,Kerem HaTeimanim,6504,Low
137,Shira Peretz,27,Female,Kiryat Shalom,5737,High
138,Roni Dahan,27,Female,Kiryat Shalom,5744,Low
139,Esther Biton,33,Female,Kiryat Shalom,4535,High
140,Moshe Segal,44,Male,Bavli,14968,Low
141,Rotem Weiss,25,Female,Kerem HaTeimanim,6960,Moderate
142,Yonatan Shapiro,29,Male,Kiryat Shalom,5012,High
143,Talia Avraham,40,Female,Kiryat Shalom,4422,High
144,Michal Weiss,34,Female,Bavli,15165,Moderate
145,Hila Ohayon,32,Female,Kerem HaTeimanim,7997,Moderate
146,Ido Cohen,25,Male,Kerem HaTeimanim,7621,Moderate
147,Ido Azoulay,32,Male,Kerem HaTeimanim,6902,Low
148,Hila Peretz,37,Female,Bavli,13711,Low
149,Omer Biton,37,Male,Bavli,15029,Low
150,Hila Bar,29,Female,Kiryat Shalom,4959,High
151,Itzhak Shapiro,30,Male,Bavli,15149,Low
152,Omer Avraham,45,Male,Bavli,14622,Low
153,Sarah Rubin,49,Female,Kerem HaTeimanim,6128,Moderate
154,Rotem Shapiro,32,Female,Bavli,17201,Moderate
155,Eli Cohen,38,Male,Bavli,15251,Low
156,Esther Mizrahi,28,Female,Kiryat Shalom,4600,High
157,Neta Dahan,31,Female,Kerem HaTeimanim,7684,Low
158,Yonatan Peretz,30,Male,Kiryat Shalom,5144,Low
159,Itzhak David,35,Male,Kerem HaTeimanim,6785,Low
160,Roni Weiss,51,Female,Kiryat Shalom,4465,High
161,Yosef Biton,38,Male,Bavli,13778,Low
162,Adi Cohen,30,Female,Bavli,17396,Low
163,Itzhak David,36,Male,Kiryat Shalom,5680,High
164,Esther Katz,25,Female,Kerem HaTeimanim,6407,Moderate
165,Shani Haddad,34,Female,Kerem HaTeimanim,7694,Low
166,Maya Katz,30,Female,Kerem HaTeimanim,7520,Moderate
167,Shani Azoulay,26,Female,Kiryat Shalom,5533,High
168,Uri Azoulay,46,Male,Kerem HaTeimanim,6945,Moderate
169,Hadar Dahan,43,Female,Bavli,14515,Low
170,Talia Segal,42,Female,Kiryat Shalom,5395,High
171,Noa Rubin,49,Female,Kerem HaTeimanim,7984,Moderate
172,Uri Dahan,37,Male,Kerem HaTeimanim,7062,Moderate
173,Ben Mizrahi,28,Male,Kiryat Shalom,4121,High
174,Uri Katz,26,Male,Kerem HaTeimanim,7306,Moderate
175,Omer Ohayon,28,Male,Kiryat Shalom,4284,High
176,Tomer Levi,34,Male,Bavli,15529,Low
177,Shani Shapiro,30,Female,Bavli,16581,Low
178,Ariel Goldberg,26,Male,Kerem HaTeimanim,7213,Low
179,Gal Biton,26,Male,Kerem HaTeimanim,6870,Low
180,Maya Haddad,43,Female,Bavli,16310,Low
181,Avigail Avraham,25,Female,Kiryat Shalom,5524,High
182,Moshe Peretz,32,Male,Bavli,13241,Low
183,Roni Goldberg,26,Female,Kerem HaTeimanim,6894,Moderate
184,Neta Levi,48,Female,Kiryat Shalom,4112,Low
185,Talia Biton,27,Female,Kerem HaTeimanim,7710,Low
186,Noa Dahan,29,Female,Bavli,14140,Moderate
187,Leah Dahan,26,Female,Kerem HaTeimanim,6469,Low
188,Ido Biton,27,Male,Kiryat Shalom,5883,High
189,Ariel Katz,36,Male,Kiryat Shalom,4978,High
190,Adi Biton,33,Female,Bavli,15664,Moderate
191,Shani Rubin,35,Female,Bavli,15085,Low
192,Liat Goldberg,35,Female,Bavli,15806,Low
193,Itzhak Dahan,28,Male,Kerem HaTeimanim,6249,Moderate
194,Talia Katz,26,Female,Kiryat Shalom,5274,High
195,Sarah Dahan,37,Female,Kerem HaTeimanim,6503,Moderate
196,Neta Mizrahi,30,Female,Kerem HaTeimanim,7929,Low
197,Shira Levi,29,Female,Kiryat Shalom,5161,High
198,Itzhak Ohayon,29,Male,Kiryat Shalom,4972,High
199,Dana Segal,27,Female,Kerem HaTeimanim,7205,Moderate
200,Dana Peretz,26,Female,Kiryat Shalom,5367,Low
201,Rotem Shapiro,29,Female,Kerem HaTeimanim,6224,Low
202,Shira Weiss,31,Female,Kerem HaTeimanim,6406,Low
203,Ido Azoulay,29,Male,Kerem HaTeimanim,6650,Moderate
204,Ben Cohen,31,Male,Bavli,13584,Moderate
205,Sarah Dahan,48,Female,Kiryat Shalom,4979,High
206,Leah David,41,Female,Kerem HaTeimanim,7924,Low
207,Eitan Levi,47,Male,Kiryat Shalom,5957,Low
208,Lior Ohayon,26,Male,Kerem HaTeimanim,6999,Low
209,Ido Segal,43,Male,Bavli,14527,Moderate
210,Adam Dahan,37,Male,Kerem HaTeimanim,6723,Moderate
211,Talia Gabai,25,Female,Kerem HaTeimanim,7856,Low
212,Ido Friedman,28,Male,Kerem HaTeimanim,7809,Moderate
213,Tomer Bar,26,Male,Kerem HaTeimanim,7494,Low
214,Itzhak Shapiro,30,Male,Kiryat Shalom,5871,High
215,Noa Azoulay,25,Female,Kerem HaTeimanim,6628,Moderate
216,Hadar Friedman,27,Female,Kiryat Shalom,5398,High
217,Tamar Bar,34,Female,Kiryat Shalom,4153,Low
218,Hadar Mizrahi,52,Female,Bavli,13203,Low
219,Rotem Biton,29,Female,Kerem HaTeimanim,7488,Low
220,Noa Weiss,25,Female,Kiryat Shalom,5263,Low
221,Ben Gabai,31,Male,Bavli,13931,Moderate
222,Lior David,30,Male,Bavli,17472,Low
223,Shani Rubin,31,Female,Kerem HaTeimanim,7433,Low
224,Maya Peretz,25,Female,Kiryat Shalom,5825,High
225,Hila Bar,33,Female,Bavli,13746,Low
226,Dana Bar,30,Female,Bavli,14588,Low
227,Lior Dahan,33,Male,Kiryat Shalom,5170,High
228,Matan Peretz,32,Male,Bavli,14321,Moderate
229,Dana Ohayon,41,Female,Kiryat Shalom,5527,Low
230,Ido Mizrahi,25,Male,Kerem HaTeimanim,6091,Low
231,Sarah Rubin,28,Female,Kerem HaTeimanim,7750,Moderate
232,Leah Mizrahi,29,Female,Kerem HaTeimanim,7656,Low
233,Yosef Biton,26,Male,Kiryat Shalom,5700,High
234,Michal Gabai,29,Female,Kiryat Shalom,4656,High
235,Adam Cohen,32,Male,Kerem HaTeimanim,7258,Low
236,Omer Cohen,31,Male,Kiryat Shalom,5021,High
237,Yosef Dahan,34,Male,Kerem HaTeimanim,7655,Moderate
238,Tamar Bar,28,Female,Kerem HaTeimanim,6493,Low
239,Liat Weiss,45,Female,Kiryat Shalom,5422,High
240,Shani Haddad,31,Female,Bavli,16158,Moderate
241,Eitan Peretz,27,Male,Kerem HaTeimanim,7145,Low
242,Liat Dahan,28,Female,Kerem HaTeimanim,6046,Low
243,Avigail Dahan,41,Female,Kiryat Shalom,5579,Low
244,Lior Goldberg,29,Male,Kerem HaTeimanim,6352,Moderate
245,Daniel Levi,34,Male,Kerem HaTeimanim,7244,Moderate
246,Hadar Cohen,41,Female,Kerem HaTeimanim,6192,Moderate
247,Avigail Azoulay,46,Female,Bavli,15278,Low
248,Noa Goldberg,26,Female,Kerem HaTeimanim,7064,Moderate
249,Tomer Katz,31,Male,Bavli,16847,Low
250,Omer Katz,52,Male,Kerem HaTeimanim,7848,Moderate
251,Maya Peretz,45,Female,Bavli,17212,Low
252,Itzhak Shapiro,27,Male,Kiryat Shalom,5665,High
253,Avraham Friedman,31,Male,Bavli,13511,Moderate
254,Avigail Rubin,42,Female,Kiryat Shalom,4613,High
255,Esther Segal,32,Female,Bavli,13794,Moderate
256,Avigail Dahan,27,Female,Kerem HaTeimanim,6228,Low
257,Neta Weiss,36,Female,Kerem HaTeimanim,6036,Low
258,Yael Peretz,29,Female,Kerem HaTeimanim,6834,Moderate
259,Shira Haddad,31,Female,Kerem HaTeimanim,7220,Low
260,Lior Weiss,33,Male,Kerem HaTeimanim,6685,Low
261,Ben Haddad,43,Male,Kiryat Shalom,5519,High
262,Maya Rubin,28,Female,Bavli,16107,Low
263,Adi Friedman,30,Female,Bavli,15761,Moderate
264,Yonatan Gabai,33,Male,Kerem HaTeimanim,6673,Low
265,Lior Gabai,25,Male,Kiryat Shalom,4864,Low
266,Maya Segal,41,Female,Kiryat Shalom,4413,Low
267,Ido Avraham,25,Male,Kiryat Shalom,5698,Low
268,Talia Biton,27,Female,Kerem HaTeimanim,6646,Moderate
269,Ido Peretz,32,Male,Kiryat Shalom,4607,Low
270,Tamar Friedman,29,Female,Bavli,16413,Low
271,Noam Ohayon,43,Male,Kerem HaTeimanim,7960,Moderate
272,Leah Dahan,38,Female,Bavli,13677,Moderate
273,Shira Gabai,31,Female,Bavli,14424,Low
274,Talia Weiss,27,Female,Kiryat Shalom,4938,High
275,Yosef Gabai,49,Male,Kiryat Shalom,5551,High
276,Yonatan Segal,43,Male,Bavli,15329,Low
277,Roni David,27,Female,Kiryat Shalom,4592,High
278,Hadar David,36,Female,Kiryat Shalom,4416,High
279,Maya David,31,Female,Kiryat Shalom,4937,Low
280,Tamar Segal,32,Female,Bavli,16791,Low
281,Ido Haddad,27,Male,Kiryat Shalom,5800,High
282,Roni Bar,36,Female,Bavli,14656,Low
283,Roni Peretz,34,Female,Kiryat Shalom,5655,High
284,Uri Dahan,44,Male,Kiryat Shalom,4642,High
285,Shani Avraham,29,Female,Bavli,14408,Moderate
286,Eitan Segal,33,Male,Bavli,13614,Low
287,Leah Segal,32,Female,Bavli,17037,Low
288,Leah Ohayon,32,Female,Kerem HaTeimanim,6566,Moderate
289,Avigail Dahan,34,Female,Kerem HaTeimanim,7895,Low
290,Noa Cohen,34,Female,Bavli,14020,Moderate
291,Adi Weiss,28,Female,Kerem HaTeimanim,6967,Low
292,Avraham Goldberg,39,Male,Kerem HaTeimanim,6196,Low
293,Shani Shapiro,32,Female,Kerem HaTeimanim,7704,Low
294,Tomer Biton,25,Male,Kerem HaTeimanim,7749,Low
295,Esther Azoulay,45,Female,Bavli,14423,Moderate
296,Tamar Mizrahi,26,Female,Kerem HaTeimanim,6422,Moderate
297,Rotem Haddad,28,Female,Kerem HaTeimanim,7340,Low
298,Itzhak Mizrahi,37,Male,Kerem HaTeimanim,7656,Moderate
299,Esther Mizrahi,38,Female,Bavli,14389,Moderate
300,Dana Cohen,26,Female,Kerem HaTeimanim,6256,Moderate
301,Noam Bar,43,Male,Kiryat Shalom,5144,High
302,Shani Mizrahi,38,Female,Kerem HaTeimanim,6471,Moderate
303,Hila Ohayon,26,Female,Kiryat Shalom,4612,High
304,Noa Rubin,27,Female,Kerem HaTeimanim,7374,Moderate
305,Tomer Peretz,28,Male,Kiryat Shalom,4448,Low
306,Hila Shapiro,34,Female,Kerem HaTeimanim,6378,Low
307,Rotem Friedman,26,Female,Kerem HaTeimanim,6287,Moderate
308,Neta Ohayon,58,Female,Bavli,17488,Low
309,Eitan Peretz,43,Male,Kiryat Shalom,5630,High
310,Avraham Friedman,27,Male,Kiryat Shalom,5509,Low
311,Adam Avraham,31,Male,Kiryat Shalom,4291,High
312,Tomer Cohen,35,Male,Kiryat Shalom,5736,High
313,Lior Bar,29,Male,Kerem HaTeimanim,6032,Moderate
314,Eitan Weiss,36,Male,Kerem HaTeimanim,7915,Moderate
315,David Peretz,30,Male,Bavli,14834,Low
316,Esther Shapiro,30,Female,Bavli,15456,Low
317,Ben Dahan,33,Male,Bavli,14908,Low
318,Rotem Biton,44,Female,Kerem HaTeimanim,7034,Low
319,Noam Bar,31,Male,Bavli,14385,Low
320,Omer Bar,32,Male,Bavli,17281,Moderate
321,Yonatan Cohen,26,Male,Kerem HaTeimanim,7611,Low
322,Talia Friedman,60,Female,Bavli,15544,Low
323,Yael Azoulay,27,Female,Kiryat Shalom,5678,High
324,Hadar Cohen,31,Female,Kiryat Shalom,5673,High
325,Shira Katz,28,Female,Bavli,14186,Low
326,Lior Friedman,29,Male,Bavli,17172,Low
327,Avraham Rubin,33,Male,Kerem HaTeimanim,7359,Low
328,Eitan Cohen,27,Male,Kiryat Shalom,5394,High
329,Shani Segal,39,Female,Kerem HaTeimanim,7511,Moderate
330,Dana Mizrahi,26,Female,Kiryat Shalom,5439,High
331,Yosef Goldberg,28,Male,Kiryat Shalom,5239,High
332,Leah Gabai,40,Female,Kiryat Shalom,4422,High
333,Hila Cohen,41,Female,Kiryat Shalom,5193,High
334,Itzhak Bar,26,Male,Kiryat Shalom,4075,High
335,Yonatan Bar,30,Male,Kerem HaTeimanim,7434,Moderate
336,Ben Gabai,27,Male,Kiryat Shalom,4782,High
337,Noa Dahan,39,Female,Kerem HaTeimanim,7343,Moderate
338,David Dahan,33,Male,Bavli,13011,Moderate
339,Daniel Biton,28,Male,Kiryat Shalom,5662,High
340,David Gabai,32,Male,Bavli,16710,Moderate
341,Gal Biton,34,Male,Bavli,15158,Low
342,Dana Azoulay,39,Female,Kiryat Shalom,5173,High
343,David Friedman,59,Male,Bavli,14487,Low
344,Tomer Shapiro,33,Male,Bavli,17380,Low
345,Shira Weiss,40,Female,Bavli,14387,Low
346,Noam Ohayon,28,Male,Kerem HaTeimanim,6230,Moderate
347,Rotem Goldberg,37,Female,Kerem HaTeimanim,7699,Moderate
348,Noa Gabai,36,Female,Kerem HaTeimanim,7234,Moderate
349,Eitan Rubin,49,Male,Bavli,13139,Low
350,Omer Avraham,44,Male,Kiryat Shalom,4574,High
351,Daniel Gabai,51,Male,Kerem HaTeimanim,6405,Moderate
352,Moshe Avraham,31,Male,Kerem HaTeimanim,7374,Moderate
353,Eli Avraham,28,Male,Kiryat Shalom,5117,High
354,Tomer Peretz,39,Male,Bavli,15022,Low
355,Dana Peretz,41,Female,Kiryat Shalom,4011,High
356,David Azoulay,32,Male,Kiryat Shalom,5932,High
357,Uri Haddad,27,Male,Kiryat Shalom,4006,Low
358,Rotem Levi,33,Female,Bavli,14710,Moderate
359,Gal Avraham,36,Male,Kiryat Shalom,5050,High
360,Daniel David,26,Male,Kiryat Shalom,4537,Low
361,Adam Friedman,26,Male,Kerem HaTeimanim,6843,Low
362,Maya Rubin,25,Female,Kerem HaTeimanim,6969,Moderate
363,Esther Bar,29,Female,Kiryat Shalom,4927,Low
364,Hila Katz,27,Female,Kerem HaTeimanim,7456,Low
365,Eitan Ohayon,46,Male,Kiryat Shalom,4719,High
366,Maya Haddad,27,Female,Kerem HaTeimanim,6280,Low
367,Lior Dahan,25,Male,Kiryat Shalom,4561,Low
368,Maya Shapiro,28,Female,Bavli,15229,Low
369,Ido Gabai,31,Male,Kerem HaTeimanim,6271,Low
370,Ben Gabai,32,Male,Kiryat Shalom,4446,High
371,Liat Dahan,36,Female,Kiryat Shalom,4196,Low
372,Esther Ohayon,29,Female,Bavli,16267,Low
373,Moshe Ohayon,44,Male,Bavli,13553,Moderate
374,Adi David,28,Female,Kiryat Shalom,4544,High
375,Matan Peretz,25,Male,Kiryat Shalom,5112,High
376,Itzhak Goldberg,27,Male,Kiryat Shalom,4702,Low
377,Gal David,28,Male,Kiryat Shalom,5477,High
378,Shira Rubin,41,Female,Kerem HaTeimanim,7653,Low
379,Maya Mizrahi,29,Female,Kerem HaTeimanim,7278,Low
380,Eitan Shapiro,44,Male,Kerem HaTeimanim,6928,Low
381,Shani Katz,27,Female,Kerem HaTeimanim,7679,Moderate
382,Ariel Avraham,29,Male,Bavli,16740,Low
383,Hila Segal,30,Female,Kiryat Shalom,4988,Low
384,Gal Peretz,34,Male,Kiryat Shalom,4714,High
385,Matan Avraham,30,Male,Bavli,13212,Low
386,Eli Biton,29,Male,Kiryat Shalom,5171,High
387,Maya Bar,26,Female,Kiryat Shalom,5074,High
388,Noam David,39,Male,Kiryat Shalom,4241,Low
389,Esther Levi,25,Female,Kiryat Shalom,4792,High
390,Yael Avraham,41,Female,Bavli,17136,Low
391,Eitan Katz,38,Male,Kiryat Shalom,4436,Low
392,Yonatan Levi,54,Male,Bavli,15238,Low
393,Matan Biton,26,Male,Kiryat Shalom,4194,High
394,Ariel Weiss,38,Male,Kerem HaTeimanim,6158,Moderate
395,Shani Goldberg,28,Female,Kiryat Shalom,4985,High
396,Leah Avraham,46,Female,Kerem HaTeimanim,7284,Low
397,Leah Dahan,25,Female,Kiryat Shalom,4847,High
398,Shira Shapiro,42,Female,Kiryat Shalom,4351,High
399,Ben Haddad,29,Male,Bavli,16950,Low
400,Omer Gabai,27,Male,Kiryat Shalom,5963,High
401,Matan Shapiro,25,Male,Kiryat Shalom,4689,High
402,Leah Levi,31,Female,Kerem HaTeimanim,7075,Moderate
403,Lior Bar,54,Male,Bavli,17171,Low
404,Ben Biton,35,Male,Kiryat Shalom,5620,High
405,Shani Azoulay,36,Female,Kiryat Shalom,4281,High
406,Adam Avraham,27,Male,Kerem HaTeimanim,7471,Low
407,Tomer David,43,Male,Kiryat Shalom,4411,High
408,Gal Haddad,31,Male,Bavli,15657,Moderate
409,Omer Ohayon,31,Male,Kiryat Shalom,5125,High
410,Tomer Haddad,50,Male,Kerem HaTeimanim,7069,Moderate
411,Hila Dahan,26,Female,Kiryat Shalom,4711,Low
412,Eli Friedman,30,Male,Bavli,15750,Low
413,Esther Friedman,33,Female,Bavli,16130,Moderate
414,Talia Weiss,36,Female,Bavli,15691,Moderate
415,Noam Katz,30,Male,Kiryat Shalom,4273,Low
416,Leah Dahan,36,Female,Kerem HaTeimanim,7063,Low
417,Noa Mizrahi,30,Female,Bavli,15688,Low
418,Neta Avraham,35,Female,Kerem HaTeimanim,6231,Moderate
419,Michal Katz,28,Female,Kiryat Shalom,4418,High
420,Sarah Goldberg,37,Female,Kiryat Shalom,5907,High
421,Yonatan Friedman,28,Male,Kerem HaTeimanim,6995,Moderate
422,Michal Segal,31,Female,Bavli,13649,Low
423,Daniel Weiss,35,Male,Kerem HaTeimanim,6286,Moderate
424,Lior Haddad,49,Male,Kerem HaTeimanim,6491,Low
425,Eli Cohen,25,Male,Kiryat Shalom,5233,High
426,Matan Goldberg,39,Male,Bavli,13646,Low
427,Shira Dahan,36,Female,Kiryat Shalom,4618,Low
428,Roni Biton,29,Female,Bavli,16070,Moderate
429,Moshe Rubin,47,Male,Bavli,15293,Moderate
430,Matan Segal,28,Male,Kerem HaTeimanim,7219,Moderate
431,Liat Avraham,51,Female,Bavli,16462,Low
432,Hadar Levi,38,Female,Bavli,16401,Moderate
433,Ariel Rubin,27,Male,Kerem HaTeimanim,6860,Low
434,Tomer Goldberg,38,Male,Kiryat Shalom,4477,Low
435,Yosef David,42,Male,Bavli,15963,Low
436,Ben Goldberg,26,Male,Kerem HaTeimanim,6724,Moderate
437,Rotem Haddad,27,Female,Kiryat Shalom,4776,High
438,Avraham Azoulay,45,Male,Kerem HaTeimanim,7191,Low
439,Yosef Goldberg,36,Male,Kiryat Shalom,4579,High
440,Eitan Mizrahi,40,Male,Kerem HaTeimanim,6262,Moderate
441,Ido Azoulay,32,Male,Bavli,16404,Low
442,Leah Mizrahi,43,Female,Kiryat Shalom,4876,Low
443,Hila Bar,29,Female,Kerem HaTeimanim,7756,Moderate
444,Hila Dahan,37,Female,Bavli,15300,Low
445,Lior David,30,Male,Bavli,14803,Low
446,Esther Mizrahi,26,Female,Kiryat Shalom,4752,Low
447,Neta Biton,29,Female,Bavli,13342,Low
448,Yosef Bar,44,Male,Bavli,16946,Low
449,Matan Rubin,25,Male,Kerem HaTeimanim,6625,Low
450,Shira Rubin,39,Female,Kiryat Shalom,4984,High
451,Maya David,33,Female,Kiryat Shalom,4547,Low
452,Ido Ohayon,50,Male,Bavli,17060,Low
453,Tomer Weiss,27,Male,Kerem HaTeimanim,7329,Moderate
454,Uri Biton,32,Male,Kiryat Shalom,5102,High
455,Avraham Segal,47,Male,Bavli,17130,Moderate
