id,name,age,gender,neighborhood,income,consuming_sweet_drinks
130,יואב פרידמן,30,Male,בבלי,13189,Moderate
131,יעלי גבאי,32,Female,כרם התימנים,7480,Moderate
132,יחזקאל לוי,28,Male,כרם התימנים,6799,Moderate
133,זאב דיין,29,Male,בבלי,17100,Moderate
134,בר דיין,44,Female,כרם התימנים,7083,Moderate
135,טל מזרחי,28,Female,כרם התימנים,6570,Low
136,דוב גולדברג,22,Male,שפירא,4151,High
137,נועם דיין,22,Male,שפירא,4732,High
138,רחב לוי,33,Female,כרם התימנים,6595,Moderate
139,אור דיין,33,Female,בבלי,16096,Low
140,יאיר גבאי,32,Male,בבלי,13432,Low
141,זאב סגל,31,Male,בבלי,15761,Moderate
142,לי סגל,33,Female,כרם התימנים,6163,Low
143,עזרא כץ,27,Male,כרם התימנים,7062,Low
144,נועה אברהם,22,Female,שפירא,4605,High
145,נוגה כהן,30,Female,שפירא,4513,High
146,אבשלום פרידמן,35,Male,בבלי,13391,Low
147,יעקב סגל,24,Male,שפירא,4245,High
148,אחינועם שפירא,28,Female,כרם התימנים,7847,Moderate
149,עדי אוחיון,42,Male,בבלי,17081,Low
150,יעלי דוד,52,Female,בבלי,14507,Low
151,אליהו פרידמן,30,Male,כרם התימנים,7340,Moderate
152,מלכה רובין,21,Female,שפירא,5620,High
153,יהונתן מזרחי,40,Male,כרם התימנים,6216,Low
154,אמיר חדד,33,Male,בבלי,15004,Low
155,שמשון אברהם,30,Male,כרם התימנים,7680,Moderate
156,בת-שבע מזרחי,26,Female,שפירא,4293,High
157,ניצן אזולאי,28,Female,בבלי,17124,Moderate
158,נדב פרץ,29,Male,כרם התימנים,6594,Low
159,עזריה וייס,20,Male,שפירא,5057,Low
160,רנית דיין,34,Female,שפירא,4534,High
161,נירית גולדברג,27,Female,כרם התימנים,6307,Low
162,אפרת גולדברג,48,Female,כרם התימנים,7800,Moderate
163,מאיר פרידמן,38,Male,בבלי,17148,Moderate
164,מעכה כץ,28,Female,שפירא,5352,Low
165,כלב פרץ,26,Male,שפירא,4664,High
166,מתן פרידמן,37,Male,כרם התימנים,7001,Moderate
167,מתן חדד,38,Male,שפירא,5796,High
168,ניר אוחיון,46,Male,בבלי,14855,Moderate
169,אריאל גולדברג,39,Male,כרם התימנים,7577,Moderate
170,נועם אברהם,36,Male,בבלי,14900,Low
171,עזריה חדד,34,Male,בבלי,15149,Low
172,עודד וייס,32,Male,בבלי,15283,Moderate
173,עדי אזולאי,23,Male,שפירא,5517,High
174,עמוס דוד,28,Male,כרם התימנים,6242,Moderate
175,רחב כהן,25,Female,שפירא,5924,High
176,רבקה לוי,26,Female,כרם התימנים,6765,Low
177,לאה אוחיון,50,Female,בבלי,13987,Low
178,מעכה בר,33,Female,בבלי,15359,Moderate
179,לי מזרחי,30,Female,בבלי,17462,Moderate
180,תפארת דיין,27,Female,כרם התימנים,6588,Low
181,עודד לוי,30,Male,בבלי,15983,Low
182,דנה וייס,33,Female,שפירא,5581,High
183,עדי בר,26,Male,כרם התימנים,7644,Low
184,הילה פרץ,20,Female,שפירא,5180,Low
185,יעלי בר,34,Female,בבלי,15443,Low
186,יהודית אוחיון,40,Female,כרם התימנים,6072,Low
187,עזריה אזולאי,47,Male,כרם התימנים,6595,Low
188,נטלי דיין,35,Female,בבלי,17386,Moderate
189,משה גולדברג,30,Male,כרם התימנים,6679,Low
190,חנוך סגל,49,Male,כרם התימנים,6432,Low
191,נטלי אוחיון,31,Female,כרם התימנים,7361,Low
192,שקד גולדברג,53,Female,בבלי,13069,Low
193,יסמין שפירא,27,Female,כרם התימנים,7500,Moderate
194,מרים גולדברג,20,Female,שפירא,4925,Low
195,בר כץ,23,Female,שפירא,5380,High
196,דוב כהן,35,Male,כרם התימנים,7031,Moderate
197,מאי אוחיון,23,Female,שפירא,5194,High
198,אביגיל אזולאי,32,Female,שפירא,4247,High
199,יגאל חדד,29,Male,כרם התימנים,7383,Low
200,מטל מזרחי,29,Female,בבלי,14895,Low
201,בועז אזולאי,36,Male,בבלי,16677,Low
202,אביגדור דוד,29,Male,בבלי,14443,Low
203,נירית וייס,31,Female,בבלי,16746,Low
204,שרה פרץ,37,Female,בבלי,13755,Low
205,אור ביטון,48,Female,כרם התימנים,7360,Moderate
206,נוגה כץ,29,Female,בבלי,14507,Low
207,רות כץ,27,Female,כרם התימנים,6521,Low
208,גמליאל כץ,22,Female,שפירא,4973,High
209,יהודה לוי,29,Male,בבלי,16498,Low
210,מיכה חדד,51,Male,בבלי,13121,Low
211,עידן כהן,31,Male,שפירא,4609,High
212,מיכל כץ,29,Female,בבלי,15758,Low
213,בנימין אוחיון,31,Male,שפירא,5874,Low
214,אווה סגל,31,Female,שפירא,4076,High
215,עידן דוד,31,Male,שפירא,4332,High
216,אמירה דיין,26,Female,כרם התימנים,7665,Low
217,נעמי גבאי,44,Female,כרם התימנים,6139,Moderate
218,יוסף אברהם,42,Male,בבלי,14350,Low
219,לוי גולדברג,34,Male,בבלי,17163,Low
220,אמירה דיין,25,Female,כרם התימנים,6506,Moderate
221,יהונתן אוחיון,49,Male,שפירא,4000,High
222,אברהם פרידמן,21,Male,שפירא,4559,High
223,אלעזר בר,49,Male,כרם התימנים,6917,Low
224,נירית דיין,31,Female,שפירא,4153,High
225,סיגל אברהם,27,Female,כרם התימנים,7959,Low
226,יעל רובין,28,Female,כרם התימנים,6368,Low
227,יעל חדד,41,Female,כרם התימנים,6902,Moderate
228,שיר בר,37,Female,שפירא,4714,High
229,בנימין שפירא,28,Male,בבלי,13578,Low
230,רונה וייס,28,Female,כרם התימנים,6749,Moderate
231,שושנה דיין,42,Female,בבלי,16370,Low
232,עמית כץ,32,Male,בבלי,13891,Low
233,יעל גולדברג,20,Female,שפירא,4351,High
234,לי וייס,43,Female,בבלי,15464,Low
235,רנית חדד,31,Female,בבלי,13504,Moderate
236,ליאת סגל,26,Female,כרם התימנים,6455,Moderate
237,נדב אזולאי,26,Male,כרם התימנים,6314,Low
238,גד מזרחי,32,Male,שפירא,4297,High
239,אלקנה ביטון,42,Male,בבלי,13889,Low
240,נעמה אוחיון,31,Female,שפירא,4258,Low
241,מזל לוי,36,Female,בבלי,16755,Low
242,עדי כהן,35,Male,בבלי,15873,Low
243,טל פרץ,26,Male,שפירא,5624,High
244,אביב מזרחי,23,Female,שפירא,5051,High
245,אלעזר כץ,37,Male,בבלי,13162,Low
246,איתי כץ,24,Male,שפירא,4750,Low
247,מתן וייס,39,Male,כרם התימנים,7187,Moderate
248,אילנה בר,33,Female,בבלי,13457,Low
249,גיל סגל,21,Male,שפירא,5506,Low
250,ורד בר,35,Female,כרם התימנים,6107,Moderate
251,אלקנה גולדברג,28,Male,כרם התימנים,7022,Moderate
252,צבי ביטון,45,Male,בבלי,15555,Low
253,נחמיה רובין,22,Male,שפירא,4917,High
254,נטלי כהן,28,Female,כרם התימנים,7986,Low
255,ליאור רובין,28,Male,שפירא,4526,Low
256,ורד ביטון,35,Female,בבלי,17288,Low
257,עופר פרץ,33,Male,כרם התימנים,6768,Low
258,פנינה מזרחי,34,Female,כרם התימנים,6303,Moderate
259,רבקה בר,37,Female,כרם התימנים,7013,Low
260,עזרא וייס,20,Male,שפירא,4730,High
261,יואב פרידמן,38,Male,שפירא,4303,High
262,גל חדד,35,Female,בבלי,15484,Low
263,ראובן כץ,38,Male,שפירא,4861,High
264,שירה ביטון,28,Female,בבלי,13920,Low
265,גדעון אברהם,27,Male,שפירא,4563,Low
266,מאי אברהם,28,Female,כרם התימנים,6702,Moderate
267,ניצן בר,26,Female,שפירא,4469,Low
268,רונית כהן,36,Female,בבלי,14464,Low
269,עופר אזולאי,31,Male,כרם התימנים,7179,Moderate
270,יהודית דיין,24,Female,שפירא,5402,Low
271,שירה דוד,25,Female,כרם התימנים,6883,Low
272,זמירה אברהם,35,Female,בבלי,17092,Low
273,דוב אוחיון,29,Male,בבלי,15784,Low
274,נדב פרץ,25,Male,כרם התימנים,7466,Low
275,דנה דיין,29,Female,כרם התימנים,7412,Low
276,מתיה אברהם,37,Female,שפירא,4131,High
277,איתן פרץ,43,Male,כרם התימנים,6151,Moderate
278,אביגדור אברהם,32,Male,כרם התימנים,7261,Moderate
279,שקד כץ,33,Female,שפירא,4177,High
280,אהבה מזרחי,36,Female,כרם התימנים,7845,Moderate
281,עמית שפירא,21,Male,שפירא,5793,High
282,אבנר סגל,29,Male,בבלי,16202,Low
283,גל רובין,23,Female,שפירא,4476,Low
284,יהודית אוחיון,34,Female,כרם התימנים,7785,Moderate
285,דפנה סגל,37,Female,כרם התימנים,6723,Moderate
286,שחר פרידמן,42,Male,שפירא,5789,High
287,מעכה אזולאי,51,Female,בבלי,13923,Low
288,דבורה בר,34,Female,בבלי,17366,Low
289,אמיר וייס,42,Male,כרם התימנים,6263,Moderate
290,מלכה גולדברג,38,Female,כרם התימנים,6580,Moderate
291,אלונה גולדברג,32,Female,בבלי,15279,Low
292,שלמה וייס,58,Male,בבלי,16495,Moderate
293,שלמה חדד,21,Male,שפירא,4590,High
294,סיגל דיין,32,Female,כרם התימנים,6572,Low
295,אביב וייס,32,Female,בבלי,16251,Low
296,יסמין דיין,30,Female,כרם התימנים,7224,Moderate
297,עזרא אברהם,31,Male,כרם התימנים,6493,Moderate
298,חן סגל,44,Female,בבלי,14646,Low
299,דוד דוד,30,Male,כרם התימנים,7969,Low
300,תפארת וייס,30,Female,בבלי,14276,Moderate
301,רם גולדברג,32,Male,כרם התימנים,7469,Moderate
302,אלקנה פרידמן,28,Male,שפירא,5781,High
303,אור כהן,47,Female,בבלי,15766,Low
304,חנה חדד,35,Female,בבלי,15640,Low
305,עזרא כץ,45,Male,בבלי,13736,Low
306,עזריה חדד,26,Male,כרם התימנים,6012,Low
307,דבורה כהן,40,Female,כרם התימנים,6853,Low
308,דפנה וייס,25,Female,כרם התימנים,6483,Low
309,אסף אוחיון,33,Male,שפירא,5997,High
310,שי אזולאי,30,Male,בבלי,14507,Low
311,משה דוד,22,Male,שפירא,5207,High
312,עידן פרץ,28,Male,שפירא,4723,Low
313,ברק סגל,49,Male,כרם התימנים,6128,Low
314,חגית דוד,26,Female,שפירא,5625,High
315,משה פרץ,30,Male,כרם התימנים,6769,Low
316,עמנואל בר,39,Male,בבלי,17386,Low
317,שושנה אוחיון,20,Female,שפירא,4611,High
318,נתן כץ,45,Male,בבלי,15351,Low
319,יעקב גבאי,51,Male,בבלי,13899,Low
320,מלכה דוד,26,Female,כרם התימנים,7434,Low
321,יהודה אזולאי,39,Male,כרם התימנים,7739,Low
322,צבי ביטון,36,Male,שפירא,5650,High
323,אירית וייס,32,Female,בבלי,16509,Low
324,תפארת כהן,20,Female,שפירא,5642,High
325,צהלה דיין,23,Female,שפירא,4604,Low
326,נחום דיין,54,Male,כרם התימנים,6307,Low
327,כלב ביטון,33,Male,בבלי,16549,Low
328,מטל פרידמן,28,Female,בבלי,15904,Low
329,ברק גבאי,29,Male,בבלי,15649,Low
330,מלכה דיין,30,Female,בבלי,15653,Low
331,אלעזר מזרחי,26,Male,כרם התימנים,7479,Moderate
332,אבנר גבאי,26,Male,שפירא,5112,Low
333,אליהו רובין,50,Male,בבלי,15326,Moderate
334,אריאלה שפירא,33,Female,שפירא,4904,Low
335,גמליאל לוי,35,Female,בבלי,16988,Moderate
336,אריאל לוי,26,Male,כרם התימנים,6582,Moderate
337,גל אוחיון,32,Female,כרם התימנים,6884,Low
338,לוי דוד,41,Male,בבלי,16814,Low
339,אברהם גולדברג,55,Male,בבלי,13631,Low
340,עדי כהן,24,Male,שפירא,4560,Low
341,נפתלי פרץ,37,Male,בבלי,16724,Moderate
342,ברק כץ,25,Male,שפירא,5287,Low
343,נועה גבאי,30,Female,בבלי,14416,Low
344,אלונה בר,38,Female,שפירא,5682,Low
345,אופיר דיין,26,Female,כרם התימנים,6156,Low
346,אהרון אוחיון,25,Male,שפירא,5560,High
347,אלחנן בר,30,Male,כרם התימנים,7076,Moderate
348,שיר פרץ,26,Female,שפירא,5679,Low
349,נחום אזולאי,38,Male,בבלי,15168,Low
350,חביבה כץ,46,Female,בבלי,16376,Low
351,אלעזר מזרחי,26,Male,שפירא,5618,High
352,עודד אברהם,31,Male,בבלי,13802,Moderate
353,אברהם אברהם,30,Male,כרם התימנים,6593,Moderate
354,דינה כץ,33,Female,בבלי,15406,Low
355,זוהר כהן,38,Female,בבלי,15451,Low
356,אלונה אזולאי,34,Female,כרם התימנים,6265,Moderate
357,שמואל אוחיון,35,Male,כרם התימנים,7285,Moderate
358,דנה וייס,43,Female,שפירא,4504,Low
359,נועה פרץ,49,Female,כרם התימנים,6655,Moderate
360,מורן מזרחי,30,Female,בבלי,15604,Low
361,יהודית וייס,32,Female,כרם התימנים,6117,Low
362,נתן רובין,30,Male,בבלי,13805,Moderate
363,אריאלה דוד,29,Female,בבלי,14654,Low
364,אביגדור גולדברג,39,Male,שפירא,5638,High
365,מאי גבאי,30,Female,כרם התימנים,6562,Moderate
366,עדן חדד,20,Female,שפירא,5574,High
367,נדב דוד,33,Male,שפירא,5438,Low
368,עומר שפירא,35,Male,כרם התימנים,7283,Moderate
369,אופיר גולדברג,46,Female,בבלי,13580,Low
370,אמנון מזרחי,24,Male,שפירא,4488,High
371,אמנון פרידמן,53,Male,בבלי,17131,Low
372,חוה כץ,29,Female,כרם התימנים,6455,Low
373,גבריאל לוי,40,Male,שפירא,4379,Low
374,יהונתן סגל,30,Male,שפירא,5186,Low
375,גל אוחיון,47,Female,כרם התימנים,6440,Low
376,אווה רובין,40,Female,כרם התימנים,7052,Moderate
377,אפרת גבאי,44,Female,כרם התימנים,7268,Moderate
378,אדווה חדד,28,Female,שפירא,5097,High
379,יצחק דיין,29,Male,בבלי,16116,Moderate
380,שי אוחיון,26,Male,כרם התימנים,6370,Low
381,דנה כהן,39,Female,שפירא,4032,High
382,טל מזרחי,49,Male,בבלי,14229,Moderate
383,ענת חדד,22,Female,שפירא,5598,Low
384,אחינועם פרידמן,28,Female,כרם התימנים,7210,Moderate
385,אפרת שפירא,21,Female,שפירא,4476,High
386,אמנון גבאי,37,Male,כרם התימנים,7776,Low
387,לאה גולדברג,28,Female,שפירא,5411,Low
388,מיכל פרידמן,30,Female,כרם התימנים,7518,Moderate
389,מיכל לוי,35,Female,כרם התימנים,6138,Low
390,רות אברהם,27,Female,כרם התימנים,6376,Low
391,סיגל ביטון,47,Female,בבלי,16357,Moderate
392,דפנה חדד,35,Female,בבלי,16112,Low
393,נירית כץ,20,Female,שפירא,4741,Low
394,נירית דיין,42,Female,בבלי,13763,Low
395,רפאל מזרחי,43,Male,בבלי,16215,Low
396,אבישי רובין,48,Male,כרם התימנים,6587,Low
397,אסתר כץ,33,Female,כרם התימנים,6620,Low
398,ורד גולדברג,43,Female,כרם התימנים,6939,Moderate
399,שרה רובין,30,Female,בבלי,17156,Low
400,אמנון לוי,29,Male,כרם התימנים,7222,Low
401,לירון מזרחי,22,Female,שפירא,4565,Low
402,בנימין פרץ,28,Male,בבלי,14731,Low
403,תפארת דיין,26,Female,שפירא,5747,High
404,נירית פרץ,55,Female,כרם התימנים,7872,Low
405,דן סגל,21,Male,שפירא,4588,High
406,לוי כהן,31,Male,בבלי,14958,Moderate
407,קרן וייס,29,Female,שפירא,5669,Low
408,עופר גולדברג,30,Male,שפירא,5746,High
409,שי וייס,32,Male,שפירא,5891,High
410,רם וייס,31,Male,כרם התימנים,7548,Moderate
411,חנוך כץ,25,Male,שפירא,5948,High
412,מאיר פרידמן,31,Male,כרם התימנים,6388,Moderate
413,עזרא גולדברג,41,Male,כרם התימנים,7263,Low
414,ליה רובין,24,Female,שפירא,5453,High
415,אריאלה בר,44,Female,כרם התימנים,7209,Moderate
416,תמיר שפירא,33,Male,שפירא,5538,High
417,נעמי פרידמן,28,Female,כרם התימנים,6323,Low
418,ברק מזרחי,44,Male,כרם התימנים,6851,Low
419,גיל לוי,23,Male,שפירא,5967,High
420,גיל פרידמן,27,Male,שפירא,5684,High
421,אלונה שפירא,30,Female,בבלי,14977,Moderate
422,אריאל אוחיון,22,Male,שפירא,4566,High
423,שי ביטון,52,Male,בבלי,17118,Moderate
424,צפורה אברהם,51,Female,בבלי,13498,Low
425,שושנה ביטון,43,Female,בבלי,15103,Low
426,קרן אוחיון,36,Female,שפירא,4228,High
427,חגי רובין,22,Male,שפירא,5696,High
428,מורן אזולאי,40,Female,בבלי,16838,Moderate
429,אלעד ביטון,28,Male,שפירא,4827,High
430,קרן דיין,32,Female,כרם התימנים,6965,Moderate
431,אבשלום גבאי,21,Male,שפירא,4857,High
432,רועי כהן,28,Male,שפירא,5266,High
433,עומר פרידמן,26,Male,כרם התימנים,7905,Moderate
434,גדעון בר,39,Male,כרם התימנים,7328,Moderate
435,מעכה אזולאי,27,Female,כרם התימנים,7814,Moderate
436,אדה שפירא,33,Female,בבלי,13703,Low
437,יאיר מזרחי,33,Male,כרם התימנים,6947,Low
438,זמירה רובין,25,Female,כרם התימנים,6917,Low
439,נועם גבאי,28,Male,כרם התימנים,7937,Low
440,טל לוי,29,Female,בבלי,13759,Low
441,אורי וייס,29,Male,כרם התימנים,6328,Low
442,יצחק רובין,20,Male,שפירא,5008,High
443,יובל גבאי,39,Male,שפירא,4532,High
444,אריאלה שפירא,43,Female,בבלי,13337,Low
445,נועה אזולאי,37,Female,שפירא,5423,Low
446,נעמי גבאי,41,Female,כרם התימנים,6243,Moderate
447,שלומית חדד,21,Female,שפירא,4420,High
448,מטל אוחיון,21,Female,שפירא,5844,Low
449,פנינה חדד,34,Female,כרם התימנים,6950,Moderate
450,קיה כץ,47,Female,שפירא,5675,High
451,הדס פרץ,34,Female,בבלי,15293,Low
452,זוהר מזרחי,44,Female,בבלי,13357,Low
453,מתן סגל,38,Male,כרם התימנים,7772,Low
454,ראובן גבאי,34,Male,כרם התימנים,6124,Moderate
455,נפתלי פרידמן,47,Male,כרם התימנים,7460,Moderate
456,עמית וייס,36,Male,כרם התימנים,7124,Moderate
457,ליאור פרידמן,27,Male,כרם התימנים,7143,Low
458,יעל לוי,51,Female,כרם התימנים,7154,Low
459,חגית פרץ,29,Female,בבלי,15851,Low
460,אפרת גולדברג,35,Female,כרם התימנים,6758,Moderate
461,אלחנן לוי,22,Male,שפירא,5491,Low
462,רון אברהם,32,Male,בבלי,14168,Low
463,רינת וייס,22,Female,שפירא,4931,High
464,משה דוד,48,Male,כרם התימנים,7267,Moderate
465,שחר שפירא,25,Male,שפירא,5187,Low
466,הדס מזרחי,22,Female,שפירא,4468,Low
467,הילה וייס,44,Female,בבלי,14132,Low
468,אריאלה וייס,32,Female,כרם התימנים,6871,Low
469,יששכר כץ,25,Male,כרם התימנים,7530,Low
470,רינת חדד,26,Female,כרם התימנים,7239,Moderate
471,עודד אוחיון,48,Male,בבלי,17444,Moderate
472,עדן כהן,38,Female,בבלי,15338,Low
473,חנוך גולדברג,38,Male,בבלי,15623,Moderate
474,הילה מזרחי,31,Female,בבלי,14039,Moderate
475,יהונתן דיין,30,Male,כרם התימנים,6739,Moderate
476,אריה פרץ,27,Male,כרם התימנים,7982,Moderate
477,איתי רובין,46,Male,כרם התימנים,7211,Low
478,לאה פרידמן,43,Female,בבלי,16451,Low
479,רועי גולדברג,47,Male,כרם התימנים,7770,Low
480,טל לוי,24,Female,שפירא,4142,High
481,דור פרידמן,20,Male,שפירא,4691,Low
482,שמואל דוד,27,Male,כרם התימנים,6128,Moderate
483,טל אזולאי,30,Male,כרם התימנים,6999,Low
484,אהרון שפירא,28,Male,בבלי,13162,Moderate
485,אסף שפירא,40,Male,כרם התימנים,7519,Low
486,לירון אוחיון,29,Male,שפירא,5587,High
487,מתיה גבאי,38,Female,שפירא,5409,Low
488,מתן סגל,29,Male,בבלי,17094,Low
489,אמיר גבאי,36,Male,בבלי,15707,Low
490,תמר לוי,30,Female,בבלי,14557,Moderate
491,יצחק דוד,28,Male,כרם התימנים,6658,Moderate
492,מזל חדד,52,Female,בבלי,16000,Low
493,אילנה גולדברג,28,Female,כרם התימנים,7758,Moderate
494,שחר אוחיון,34,Male,שפירא,5214,Low
495,נעמה דיין,28,Female,בבלי,13382,Low
496,גדעון אזולאי,26,Male,שפירא,5160,High
497,אורי לוי,30,Male,שפירא,5144,Low
498,זוהר חדד,31,Female,בבלי,15264,Low
499,אריאל לוי,27,Male,כרם התימנים,7841,Low
500,צפורה וייס,37,Female,בבלי,17082,Moderate
501,ירמיהו מזרחי,20,Male,שפירא,5329,Low
502,גילה חדד,47,Female,בבלי,14073,Low
503,יעלי שפירא,29,Female,שפירא,5856,High
504,הילה כץ,27,Female,שפירא,4526,High
505,קרן וייס,43,Female,בבלי,17319,Low
